i,j
3099,18817
3212,18817
3423,18817
4575,18817
4635,18817
5098,18817
5336,18817
6712,18817
8104,18817
9345,18817
10640,18817
12470,18817
14090,18817
15745,18817
17114,18817
17181,18817
17622,18817
18282,18817
18434,18817
18548,18817
18619,18817
19029,18817
19350,18817
20869,18817
22963,18817
23402,18817
23912,18817
24126,18817
24382,18817
24421,18817
25407,18817
25510,18817
25963,18817
28222,18817
30142,18817
30934,18817
31034,18817
32197,18817
32203,18817
32306,18817
573,18818
1708,18818
1767,18818
3475,18818
5286,18818
6142,18818
7892,18818
8389,18818
11564,18818
12227,18818
12628,18818
13076,18818
15961,18818
18576,18818
19215,18818
21240,18818
22542,18818
22547,18818
23836,18818
25318,18818
26736,18818
27848,18818
28962,18818
30569,18818
30932,18818
31548,18818
2544,18819
7569,18819
9965,18819
15966,18819
16741,18819
17038,18819
17484,18819
20887,18819
29826,18819
1281,18820
1839,18820
2203,18820
2544,18820
2836,18820
3294,18820
3397,18820
3741,18820
3752,18820
4494,18820
8559,18820
9823,18820
10238,18820
11502,18820
12048,18820
12234,18820
14132,18820
14774,18820
14928,18820
15392,18820
15440,18820
16315,18820
17028,18820
17295,18820
18013,18820
18552,18820
21935,18820
22435,18820
22721,18820
23235,18820
23615,18820
25108,18820
30409,18820
31527,18820
31581,18820
31997,18820
407,18821
456,18821
3395,18821
11893,18821
12857,18821
15643,18821
20015,18821
20274,18821
21296,18821
21897,18821
22112,18821
23527,18821
27106,18821
27456,18821
28413,18821
30027,18821
31292,18821
2832,18822
3644,18822
4217,18822
9244,18822
15392,18822
15657,18822
15899,18822
17484,18822
26137,18822
4143,18823
13985,18823
14406,18823
18019,18823
1135,18824
1273,18824
1826,18824
2025,18824
2301,18824
5731,18824
8259,18824
8998,18824
9317,18824
10037,18824
10215,18824
10491,18824
11487,18824
11616,18824
12133,18824
12177,18824
12357,18824
14312,18824
15377,18824
16366,18824
16608,18824
16852,18824
17052,18824
17118,18824
17447,18824
18642,18824
18870,18824
18955,18824
18961,18824
18999,18824
19012,18824
19038,18824
19156,18824
19247,18824
19280,18824
19304,18824
19466,18824
19647,18824
19648,18824
19691,18824
19922,18824
19970,18824
20300,18824
20399,18824
20519,18824
20529,18824
20769,18824
20834,18824
20961,18824
21027,18824
21037,18824
21078,18824
21084,18824
21224,18824
21321,18824
21606,18824
21661,18824
21736,18824
21759,18824
21772,18824
21841,18824
21851,18824
21879,18824
22066,18824
22358,18824
22398,18824
22432,18824
22485,18824
22554,18824
22558,18824
22607,18824
22898,18824
22951,18824
23033,18824
23100,18824
23133,18824
23136,18824
23317,18824
23350,18824
23424,18824
23475,18824
23496,18824
23527,18824
23531,18824
23760,18824
23775,18824
23796,18824
23842,18824
23895,18824
24123,18824
24148,18824
24241,18824
24394,18824
24418,18824
24427,18824
24572,18824
24782,18824
24786,18824
25072,18824
25076,18824
25303,18824
25397,18824
25588,18824
25707,18824
25729,18824
25973,18824
26033,18824
26039,18824
26094,18824
26110,18824
26144,18824
26270,18824
26578,18824
26650,18824
26726,18824
26830,18824
27002,18824
27081,18824
27120,18824
27203,18824
27403,18824
27470,18824
27482,18824
27566,18824
27607,18824
27693,18824
28176,18824
28251,18824
28332,18824
28362,18824
28424,18824
28505,18824
28730,18824
28790,18824
28861,18824
28917,18824
29032,18824
29051,18824
29318,18824
29517,18824
29893,18824
29972,18824
30084,18824
30275,18824
30357,18824
30366,18824
30403,18824
30716,18824
31096,18824
31115,18824
31468,18824
31570,18824
31687,18824
31700,18824
32111,18824
32172,18824
32361,18824
32366,18824
492,18825
1387,18825
1748,18825
2497,18825
2568,18825
4328,18825
7903,18825
8838,18825
10824,18825
12842,18825
15826,18825
21872,18825
28789,18825
2304,18826
2544,18826
3644,18826
5111,18826
5214,18826
7636,18826
10073,18826
10241,18826
10328,18826
10379,18826
12048,18826
15899,18826
15966,18826
17674,18826
17739,18826
18063,18826
18340,18826
18627,18826
18768,18826
20471,18826
21402,18826
22048,18826
22524,18826
22904,18826
23871,18826
24302,18826
24613,18826
24917,18826
24925,18826
27594,18826
28241,18826
29373,18826
29706,18826
30241,18826
30407,18826
30674,18826
30732,18826
30839,18826
31641,18826
31684,18826
31823,18826
2729,18827
3167,18827
4456,18827
4655,18827
5660,18827
6523,18827
7742,18827
9595,18827
13080,18827
13668,18827
16357,18827
18011,18827
18475,18827
18633,18827
933,18828
4487,18828
4944,18828
9322,18828
10837,18828
16369,18828
18122,18828
474,18829
2383,18829
3119,18829
7752,18829
10238,18829
11029,18829
11236,18829
14183,18829
15022,18829
19526,18829
21121,18829
21290,18829
23115,18829
23588,18829
25722,18829
26123,18829
26783,18829
27490,18829
27886,18829
29376,18829
30140,18829
30711,18829
3294,18830
3787,18830
9517,18830
13571,18830
14821,18830
17893,18830
2296,18831
4519,18831
7499,18831
15422,18831
18188,18831
23711,18831
3644,18832
4150,18832
5111,18832
5177,18832
6889,18832
6891,18832
8459,18832
15221,18832
15899,18832
16036,18832
29946,18832
1726,18833
3454,18833
3960,18833
6369,18833
7673,18833
9036,18833
10958,18833
11301,18833
12038,18833
13169,18833
16895,18833
24349,18833
27200,18833
492,18834
14419,18834
213,18835
703,18835
748,18835
847,18835
1164,18835
1198,18835
1413,18835
2040,18835
3918,18835
5330,18835
6731,18835
6969,18835
7649,18835
7717,18835
7903,18835
8014,18835
8139,18835
8916,18835
10442,18835
10640,18835
10859,18835
10864,18835
10951,18835
10974,18835
11789,18835
12841,18835
14501,18835
14520,18835
14981,18835
15207,18835
16522,18835
18522,18835
18585,18835
6411,18836
11108,18836
355,18837
1234,18837
1630,18837
2911,18837
4816,18837
5204,18837
5877,18837
6575,18837
8502,18837
10825,18837
10971,18837
11657,18837
11783,18837
12412,18837
12700,18837
12763,18837
12798,18837
13391,18837
13412,18837
14065,18837
14243,18837
15053,18837
15629,18837
18417,18837
23471,18837
23790,18837
24315,18837
25796,18837
27078,18837
30604,18837
31586,18837
31721,18837
6019,18838
7039,18838
8175,18838
8191,18838
12786,18838
12857,18838
14937,18838
17774,18838
17851,18838
18967,18838
19221,18838
20412,18838
23564,18838
23765,18838
24610,18838
25858,18838
26191,18838
26364,18838
28943,18838
29034,18838
29253,18838
31201,18838
31387,18838
31599,18838
4311,18839
6762,18839
7599,18839
9365,18839
13296,18839
26439,18839
272,18840
467,18840
3111,18840
7596,18840
10549,18840
13033,18840
17052,18840
19351,18840
21376,18840
2383,18841
7042,18841
11029,18841
14183,18841
14948,18841
19557,18841
23373,18841
27886,18841
29877,18841
13471,18842
13858,18842
14195,18842
18038,18842
2105,18843
3723,18843
4604,18843
6505,18843
8637,18843
10604,18843
11197,18843
11479,18843
11538,18843
11924,18843
11958,18843
13490,18843
15076,18843
16623,18843
16951,18843
17007,18843
18258,18843
18490,18843
21352,18843
22345,18843
22500,18843
26109,18843
26843,18843
26920,18843
28310,18843
28758,18843
704,18844
746,18844
895,18844
2260,18844
7976,18844
8104,18844
8145,18844
10748,18844
11328,18844
15602,18844
17878,18844
18788,18844
21316,18844
22433,18844
24043,18844
28384,18844
29941,18844
31048,18844
355,18845
1234,18845
4715,18845
4816,18845
5877,18845
10971,18845
12700,18845
13412,18845
13832,18845
14243,18845
15629,18845
16844,18845
18417,18845
21258,18845
21328,18845
21600,18845
21857,18845
23600,18845
23790,18845
24184,18845
25336,18845
26687,18845
27121,18845
29598,18845
29803,18845
29979,18845
30361,18845
30453,18845
30857,18845
31586,18845
31630,18845
39,18846
1408,18846
1565,18846
1637,18846
1687,18846
2068,18846
2655,18846
2677,18846
2817,18846
3099,18846
3448,18846
3640,18846
4072,18846
4530,18846
4575,18846
4760,18846
5140,18846
5229,18846
5336,18846
5411,18846
5726,18846
6169,18846
6731,18846
8104,18846
8360,18846
9052,18846
9068,18846
9345,18846
9941,18846
10236,18846
10459,18846
10533,18846
10640,18846
10824,18846
11195,18846
11825,18846
11836,18846
12180,18846
13404,18846
14090,18846
14123,18846
14204,18846
14301,18846
15196,18846
15602,18846
15728,18846
15903,18846
17224,18846
17272,18846
17992,18846
18008,18846
18282,18846
18619,18846
18769,18846
19074,18846
19098,18846
20189,18846
21316,18846
22235,18846
22759,18846
24402,18846
25510,18846
27065,18846
27637,18846
28673,18846
28720,18846
29892,18846
30876,18846
7852,18847
11364,18847
17464,18847
17851,18847
8778,18848
10394,18848
24245,18848
2911,18849
6106,18849
10776,18849
438,18850
676,18850
1029,18850
1261,18850
1547,18850
1813,18850
1825,18850
2636,18850
3877,18850
4602,18850
4633,18850
4809,18850
5173,18850
5731,18850
6572,18850
6910,18850
7515,18850
8259,18850
8998,18850
9053,18850
9234,18850
9346,18850
10005,18850
10368,18850
10650,18850
10677,18850
12079,18850
14370,18850
17118,18850
17751,18850
19588,18850
23531,18850
23900,18850
26350,18850
28155,18850
28156,18850
28453,18850
28455,18850
5128,18851
8104,18851
15793,18851
16044,18851
18927,18851
20968,18851
23504,18851
28167,18851
28462,18851
29848,18851
31639,18851
8378,18852
343,18853
963,18853
3125,18853
5082,18853
5432,18853
8104,18853
8360,18853
9735,18853
9771,18853
14775,18853
16647,18853
18051,18853
25963,18853
27875,18853
30596,18853
5536,18854
6156,18854
12025,18854
1110,18855
41,18856
763,18856
1480,18856
1892,18856
1894,18856
2354,18856
2726,18856
2735,18856
3644,18856
3787,18856
5235,18856
5699,18856
5879,18856
6381,18856
7636,18856
8272,18856
8370,18856
9999,18856
11931,18856
13335,18856
13472,18856
13695,18856
14378,18856
18124,18856
18554,18856
18560,18856
18987,18856
19482,18856
19682,18856
19726,18856
20285,18856
20335,18856
21420,18856
21450,18856
22394,18856
22645,18856
22739,18856
22852,18856
23085,18856
23134,18856
23207,18856
23598,18856
23609,18856
24130,18856
24751,18856
24973,18856
25049,18856
25512,18856
25795,18856
26451,18856
26574,18856
26626,18856
27377,18856
27410,18856
28285,18856
28661,18856
29626,18856
30526,18856
31573,18856
31684,18856
31846,18856
32378,18856
1638,18857
2221,18857
3277,18857
3644,18857
4593,18857
5235,18857
7549,18857
7569,18857
7636,18857
7752,18857
9965,18857
10311,18857
13246,18857
14646,18857
15222,18857
15966,18857
16466,18857
16637,18857
19920,18857
23375,18857
24917,18857
25519,18857
27940,18857
31778,18857
10185,18858
16802,18858
17441,18858
17851,18858
445,18859
3748,18859
3974,18859
6160,18859
10004,18859
10968,18859
11141,18859
12090,18859
17851,18859
18184,18859
20215,18859
1189,18860
1708,18860
1709,18860
1990,18860
2014,18860
2858,18860
3067,18860
3283,18860
3533,18860
3612,18860
4344,18860
5321,18860
5652,18860
5829,18860
6121,18860
6460,18860
7189,18860
7499,18860
7706,18860
8347,18860
8507,18860
8550,18860
9075,18860
9250,18860
9261,18860
9557,18860
9960,18860
10022,18860
10390,18860
10450,18860
10908,18860
11230,18860
11322,18860
11453,18860
11960,18860
12227,18860
12388,18860
13267,18860
13388,18860
13573,18860
14723,18860
15151,18860
15422,18860
16096,18860
17247,18860
17428,18860
17644,18860
18733,18860
19614,18860
19694,18860
19797,18860
20024,18860
20061,18860
22159,18860
22368,18860
22907,18860
23612,18860
24912,18860
26376,18860
27000,18860
27219,18860
27545,18860
28934,18860
29516,18860
29821,18860
29956,18860
31084,18860
7280,18861
10718,18861
14209,18861
18576,18861
28040,18861
3383,18862
8647,18862
11364,18862
14197,18862
19771,18862
21524,18862
22157,18862
23212,18862
25865,18862
25966,18862
26944,18862
27717,18862
30854,18862
80,18863
704,18863
886,18863
895,18863
1485,18863
2260,18863
2546,18863
4136,18863
8104,18863
9207,18863
11450,18863
11592,18863
13685,18863
14419,18863
15310,18863
16850,18863
12090,18864
12162,18864
8058,18865
8394,18865
9041,18865
18047,18865
445,18866
3226,18866
5093,18866
6959,18866
10473,18866
13064,18866
14560,18866
14785,18866
17851,18866
18504,18866
19187,18866
19707,18866
21275,18866
31386,18866
937,18867
4680,18867
6762,18867
7061,18867
7116,18867
7327,18867
9365,18867
11073,18867
17216,18867
264,18868
1439,18868
2260,18868
2828,18868
4378,18868
5834,18868
6794,18868
7216,18868
8927,18868
9309,18868
10442,18868
10766,18868
12857,18868
14770,18868
17369,18868
27970,18868
1088,18869
13685,18869
14390,18869
14775,18869
15209,18869
18282,18869
29659,18869
438,18870
676,18870
1826,18870
2636,18870
3477,18870
3580,18870
4919,18870
5355,18870
5731,18870
6572,18870
10677,18870
10865,18870
13101,18870
13711,18870
16014,18870
16413,18870
16852,18870
17118,18870
18793,18870
18824,18870
19970,18870
20388,18870
20424,18870
20747,18870
21134,18870
23900,18870
25597,18870
30716,18870
17,18871
76,18871
199,18871
7298,18871
8632,18871
9057,18871
9650,18871
10920,18871
11104,18871
11305,18871
11674,18871
16722,18871
17540,18871
17957,18871
18166,18871
21018,18871
26424,18871
27242,18871
27374,18871
27937,18871
30852,18871
3070,18872
5317,18872
5714,18872
7951,18872
13335,18872
20181,18872
20683,18872
20760,18872
20945,18872
23253,18872
24446,18872
24783,18872
26250,18872
26298,18872
26965,18872
26981,18872
28838,18872
29420,18872
29657,18872
29971,18872
30077,18872
31271,18872
31299,18872
31641,18872
31749,18872
31855,18872
767,18873
2260,18873
3125,18873
4350,18873
5302,18873
5536,18873
11084,18873
13685,18873
13894,18873
18282,18873
5111,18874
8103,18874
10379,18874
1438,18875
1690,18875
2125,18875
2541,18875
2833,18875
2836,18875
3644,18875
3985,18875
4387,18875
5040,18875
6258,18875
8559,18875
11334,18875
13246,18875
14072,18875
16388,18875
17424,18875
17701,18875
31214,18875
12429,18876
16446,18876
933,18877
1735,18877
4320,18877
4756,18877
5111,18877
7569,18877
9107,18877
9804,18877
10311,18877
10837,18877
17484,18877
18039,18877
867,18878
5382,18878
12230,18878
12878,18878
13547,18878
16735,18878
20181,18878
20818,18878
23448,18878
25554,18878
26233,18878
27808,18878
28435,18878
29043,18878
29260,18878
4931,18879
5074,18879
6019,18879
6160,18879
12749,18879
12802,18879
17851,18879
7829,18880
10580,18880
4029,18881
5098,18881
12025,18881
12625,18881
13928,18881
14775,18881
19706,18881
20422,18881
24111,18881
27921,18881
28408,18881
31914,18881
1740,18882
2218,18882
5111,18883
9501,18883
18791,18883
31816,18883
1472,18884
1678,18884
2616,18884
6974,18884
9309,18884
9553,18884
10067,18884
11592,18884
12481,18884
15775,18884
19420,18884
19868,18884
20659,18884
21135,18884
21836,18884
22188,18884
24256,18884
24474,18884
25444,18884
26806,18884
29984,18884
30120,18884
30122,18884
30811,18884
31097,18884
31269,18884
31304,18884
31653,18884
31813,18884
601,18885
4744,18885
5034,18885
5035,18885
7032,18885
7422,18885
8104,18885
10449,18885
10703,18885
11986,18885
14270,18885
27319,18885
2457,18886
22168,18886
30034,18886
11177,18887
86,18888
492,18888
1078,18888
1088,18888
5330,18888
8104,18888
8778,18888
12025,18888
14607,18888
19036,18888
21313,18888
22870,18888
26860,18888
29440,18888
364,18889
542,18889
858,18889
1330,18889
3395,18889
3582,18889
4245,18889
4280,18889
4668,18889
6212,18889
6216,18889
7334,18889
7791,18889
8460,18889
8944,18889
9801,18889
10478,18889
11246,18889
11865,18889
11985,18889
12877,18889
13633,18889
14150,18889
14447,18889
15210,18889
17095,18889
17232,18889
17508,18889
17695,18889
20669,18889
21096,18889
21701,18889
22087,18889
14277,18890
5770,18891
11425,18891
15502,18891
5723,18892
8122,18892
13790,18892
16876,18892
846,18893
3125,18893
3315,18893
8104,18893
15816,18893
17766,18893
18282,18893
84,18894
4257,18894
5560,18894
8956,18894
11885,18894
12124,18894
12487,18894
1312,18895
9365,18895
10361,18895
11073,18895
16301,18895
25116,18895
25820,18895
31742,18895
8104,18896
10642,18896
13262,18896
13387,18896
18055,18896
18323,18896
429,18897
1925,18897
5121,18897
5317,18897
5859,18897
6199,18897
7951,18897
8068,18897
11497,18897
12413,18897
13335,18897
15244,18897
16570,18897
16766,18897
16820,18897
17555,18897
18372,18897
18543,18897
20683,18897
23822,18897
24783,18897
26981,18897
28394,18897
29845,18897
30953,18897
31362,18897
31489,18897
32329,18897
7422,18898
8104,18898
11038,18898
16932,18898
19968,18898
20873,18898
21220,18898
21261,18898
21313,18898
22513,18898
22588,18898
22931,18898
23549,18898
23776,18898
24504,18898
25075,18898
25445,18898
25675,18898
26567,18898
27275,18898
27855,18898
28047,18898
29691,18898
30032,18898
31140,18898
31497,18898
53,18899
725,18899
4593,18899
5356,18899
11339,18899
11495,18899
11789,18899
11931,18899
12104,18899
12238,18899
15709,18899
15919,18899
17038,18899
19557,18899
20709,18899
21336,18899
21400,18899
25114,18899
25342,18899
25577,18899
25683,18899
26042,18899
26276,18899
26626,18899
27805,18899
28231,18899
29385,18899
30023,18899
31128,18899
14958,18900
358,18901
1767,18901
7307,18901
7499,18901
9554,18901
12227,18901
29478,18902
1189,18903
1709,18903
1990,18903
2146,18903
2786,18903
3067,18903
6121,18903
7753,18903
7962,18903
9594,18903
9947,18903
10154,18903
11453,18903
11804,18903
13076,18903
13267,18903
13573,18903
14265,18903
14811,18903
15486,18903
15814,18903
16096,18903
17428,18903
17644,18903
18733,18903
19027,18903
19797,18903
20024,18903
21981,18903
22846,18903
25507,18903
26194,18903
26711,18903
26976,18903
27643,18903
27704,18903
28572,18903
28583,18903
30370,18903
30953,18903
32162,18903
32355,18903
32405,18903
9805,18904
10522,18904
12015,18904
16572,18904
26199,18904
29467,18904
31796,18904
5731,18905
11564,18905
12076,18905
704,18906
2242,18906
4310,18906
5536,18906
7102,18906
8104,18906
8638,18906
10766,18906
13685,18906
13894,18906
13967,18906
15505,18906
3099,18907
3125,18907
3989,18907
14607,18907
23487,18907
3723,18908
4604,18908
6608,18908
8839,18908
11958,18908
12752,18908
13490,18908
16739,18908
19299,18908
19852,18908
19898,18908
20572,18908
21081,18908
21097,18908
21352,18908
22771,18908
23542,18908
24817,18908
24905,18908
25266,18908
25460,18908
26898,18908
26920,18908
26982,18908
27409,18908
27996,18908
28216,18908
28310,18908
28725,18908
28758,18908
29167,18908
29239,18908
30136,18908
30202,18908
30456,18908
31164,18908
31372,18908
5879,18909
7636,18909
8242,18909
8324,18909
9262,18909
10073,18909
10982,18909
13335,18909
15221,18909
18487,18909
28234,18909
445,18910
15091,18910
3323,18911
11562,18911
21188,18911
1090,18912
16506,18912
4077,18913
7903,18913
11144,18913
1051,18914
1852,18914
1868,18914
2221,18914
2544,18914
3644,18914
4150,18914
4593,18914
5111,18914
5879,18914
6322,18914
7636,18914
8324,18914
9965,18914
10073,18914
11029,18914
13012,18914
13032,18914
13335,18914
14329,18914
15392,18914
15393,18914
15899,18914
15966,18914
16734,18914
17484,18914
21152,18914
24575,18914
30674,18914
19356,18915
19953,18915
20006,18915
20989,18915
23884,18915
24004,18915
24538,18915
25776,18915
26154,18915
26824,18915
28714,18915
29389,18915
30501,18915
12393,18916
19890,18916
27684,18916
4515,18917
4671,18917
5743,18917
5784,18917
7125,18917
7267,18917
10010,18917
62,18918
1868,18918
5111,18918
7549,18918
7636,18918
9965,18918
15899,18918
15966,18918
17484,18918
4410,18919
9765,18919
10523,18919
10780,18919
23855,18919
27538,18919
561,18920
876,18920
1946,18920
2303,18920
2457,18920
5596,18920
7457,18920
7526,18920
7653,18920
7947,18920
8693,18920
9086,18920
9156,18920
10013,18920
11097,18920
12936,18920
13732,18920
14971,18920
15810,18920
16383,18920
17130,18920
18484,18920
19951,18920
21673,18920
22730,18920
27513,18920
28377,18920
1652,18921
7211,18921
8104,18921
15801,18921
492,18922
2260,18922
3125,18922
3212,18922
4161,18922
5536,18922
8104,18922
8778,18922
10766,18922
12025,18922
13488,18922
13685,18922
13894,18922
14061,18922
14813,18922
18282,18922
19321,18922
19739,18922
20968,18922
21499,18922
21696,18922
24305,18922
25488,18922
26252,18922
27048,18922
27070,18922
27375,18922
28200,18922
28859,18922
29125,18922
31655,18922
31715,18922
31737,18922
1918,18923
2821,18923
4058,18923
4714,18923
5494,18923
10002,18923
11359,18923
11572,18923
16279,18923
21896,18923
25671,18923
31301,18923
3238,18924
11444,18924
15933,18924
23776,18924
863,18925
6968,18925
7622,18925
7750,18925
9890,18925
12104,18925
12730,18925
12749,18925
12885,18925
14277,18925
14356,18925
14415,18925
16795,18925
17784,18925
20315,18925
24477,18925
25816,18925
26400,18925
26403,18925
27050,18925
27813,18925
29408,18925
30095,18925
30473,18925
32016,18925
32382,18925
3125,18926
19036,18926
116,18927
180,18927
704,18927
985,18927
1472,18927
2260,18927
2436,18927
2793,18927
5302,18927
6131,18927
6415,18927
7422,18927
7846,18927
8104,18927
8548,18927
9101,18927
10449,18927
11138,18927
11139,18927
12345,18927
14607,18927
16645,18927
16838,18927
17589,18927
18851,18927
19098,18927
19347,18927
22184,18927
22307,18927
22599,18927
25078,18927
26519,18927
932,18928
5458,18928
6338,18928
6572,18928
10215,18928
10865,18928
13503,18928
14993,18928
21841,18928
22432,18928
24427,18928
25261,18928
27482,18928
28455,18928
28861,18928
31156,18928
1323,18929
2356,18930
4656,18930
5054,18930
6755,18930
8183,18930
8996,18930
12749,18930
13064,18930
13111,18930
14560,18930
14937,18930
17851,18930
21488,18930
27849,18930
29952,18930
31623,18930
589,18931
665,18931
1171,18931
2118,18931
2389,18931
2961,18931
3116,18931
3295,18931
4531,18931
4666,18931
4886,18931
5179,18931
7577,18931
7802,18931
8147,18931
9459,18931
9487,18931
13091,18931
13786,18931
14102,18931
14294,18931
14404,18931
14697,18931
15861,18931
16185,18931
17041,18931
17408,18931
17617,18931
17824,18931
17844,18931
18295,18931
18337,18931
18428,18931
21903,18931
22275,18931
24345,18931
29389,18931
30491,18931
5599,18932
6532,18932
15493,18932
17118,18932
25610,18932
27830,18932
28013,18932
28707,18932
29136,18932
662,18933
7299,18933
16932,18933
19749,18933
20522,18933
21067,18933
21091,18933
21433,18933
21577,18933
21693,18933
22016,18933
24376,18933
25145,18933
25328,18933
26239,18933
26884,18933
30063,18933
30115,18933
30452,18933
31144,18933
31165,18933
31656,18933
31831,18933
32231,18933
32252,18933
32317,18933
32403,18933
246,18934
1129,18934
1492,18934
1542,18934
1929,18934
2101,18934
4456,18934
4621,18934
4958,18934
5925,18934
6430,18934
8152,18934
8752,18934
11123,18934
12074,18934
12436,18934
16207,18934
19190,18934
20389,18934
20940,18934
22143,18934
22372,18934
23218,18934
23578,18934
24481,18934
25945,18934
26428,18934
27058,18934
29776,18934
30918,18934
31337,18934
311,18935
4928,18935
5420,18935
6574,18935
7285,18935
7499,18935
8128,18935
8302,18935
9566,18935
12227,18935
12254,18935
12497,18935
15814,18935
15961,18935
16707,18935
4809,18936
13534,18936
14993,18936
1638,18937
5111,18937
5519,18937
7569,18937
12048,18937
4501,18938
7441,18939
10241,18939
18644,18939
21176,18939
21444,18939
22129,18939
22735,18939
23945,18939
24029,18939
27939,18939
29732,18939
32028,18939
32398,18939
41,18940
455,18940
933,18940
1894,18940
3516,18940
3860,18940
4593,18940
4756,18940
5235,18940
6722,18940
7048,18940
7636,18940
8272,18940
8370,18940
8398,18940
8972,18940
10178,18940
11539,18940
12048,18940
13635,18940
13851,18940
14378,18940
14484,18940
15392,18940
15614,18940
15800,18940
16602,18940
17231,18940
17484,18940
17673,18940
18124,18940
18238,18940
18281,18940
18427,18940
18554,18940
19131,18940
19916,18940
20370,18940
22288,18940
22313,18940
22394,18940
22572,18940
22679,18940
24645,18940
24649,18940
25108,18940
25923,18940
26864,18940
27978,18940
28231,18940
28287,18940
28745,18940
28948,18940
29682,18940
30071,18940
30273,18940
30936,18940
31809,18940
31816,18940
32026,18940
32378,18940
10510,18941
1874,18942
4787,18942
13076,18942
14025,18942
16037,18942
19052,18942
19749,18942
20082,18942
20321,18942
20489,18942
20912,18942
20932,18942
21091,18942
21311,18942
22143,18942
22385,18942
23014,18942
23171,18942
23578,18942
23587,18942
23607,18942
23855,18942
23879,18942
24567,18942
24591,18942
24764,18942
24976,18942
25723,18942
25855,18942
25886,18942
26163,18942
26415,18942
26434,18942
26572,18942
26761,18942
26903,18942
27083,18942
27508,18942
27538,18942
28058,18942
28635,18942
28787,18942
28908,18942
29130,18942
29302,18942
29346,18942
29924,18942
30063,18942
30107,18942
30179,18942
30235,18942
30515,18942
30582,18942
30662,18942
30750,18942
30760,18942
30903,18942
31252,18942
31467,18942
31476,18942
31829,18942
31882,18942
31892,18942
32131,18942
32231,18942
32267,18942
32310,18942
364,18943
726,18943
2980,18943
3664,18943
4420,18943
6430,18943
6815,18943
8624,18943
9595,18943
10149,18943
15481,18943
17956,18943
18199,18943
18241,18943
21602,18943
26498,18943
27401,18943
31979,18943
32131,18943
9526,18944
392,18945
14764,18945
10402,18946
15,18947
1158,18947
1198,18947
2260,18947
2476,18947
2756,18947
3125,18947
3624,18947
5729,18947
6169,18947
6907,18947
7032,18947
8104,18947
8857,18947
10640,18947
10766,18947
12841,18947
15933,18947
18282,18947
21090,18947
21303,18947
21894,18947
22218,18947
22320,18947
23402,18947
23534,18947
25231,18947
28562,18947
28607,18947
30424,18947
32197,18947
32261,18947
225,18948
1452,18948
1768,18948
2205,18948
2206,18948
2722,18948
2756,18948
2976,18948
3057,18948
3388,18948
3735,18948
4163,18948
4188,18948
4724,18948
4973,18948
5128,18948
5329,18948
5658,18948
5841,18948
6359,18948
6387,18948
6407,18948
6507,18948
7141,18948
7542,18948
7684,18948
7846,18948
7903,18948
7915,18948
8216,18948
9080,18948
9474,18948
10396,18948
10663,18948
11116,18948
12400,18948
13241,18948
14249,18948
14282,18948
14301,18948
14419,18948
14645,18948
14676,18948
15051,18948
15229,18948
15602,18948
15933,18948
16311,18948
16477,18948
16647,18948
17148,18948
17889,18948
19098,18948
19235,18948
19385,18948
19431,18948
19558,18948
19678,18948
21845,18948
23635,18948
24451,18948
24944,18948
25203,18948
25282,18948
25618,18948
25915,18948
26252,18948
26717,18948
27285,18948
28416,18948
29455,18948
29822,18948
29987,18948
31811,18948
4075,18949
12093,18949
3222,18950
9755,18950
12025,18950
12470,18950
13387,18950
14890,18950
304,18951
1209,18951
2673,18951
5566,18951
6272,18951
6697,18951
7829,18951
8117,18951
8130,18951
9242,18951
10580,18951
17000,18951
17525,18951
5532,18952
6367,18952
8624,18952
8976,18952
10158,18952
12350,18952
13808,18952
25891,18952
1725,18953
2021,18953
3209,18953
3852,18953
5821,18953
6068,18953
6407,18953
9020,18953
10276,18953
13148,18953
14138,18953
14885,18953
15448,18953
16020,18953
16326,18953
17992,18953
18422,18953
22796,18953
25680,18953
25948,18953
28017,18953
31779,18953
22933,18954
1261,18955
1432,18955
1813,18955
1901,18955
2636,18955
2893,18955
4809,18955
5582,18955
6572,18955
8998,18955
9234,18955
10005,18955
11545,18955
11967,18955
13534,18955
14993,18955
16413,18955
17075,18955
18824,18955
21897,18955
29890,18955
3125,18956
5098,18956
7391,18956
8926,18956
9442,18956
10766,18956
11482,18956
13262,18956
18769,18956
27052,18956
27461,18956
922,18957
1573,18957
7837,18957
8834,18957
9930,18957
11951,18957
13848,18957
14148,18957
14238,18957
14277,18957
14295,18957
16086,18957
22226,18957
8104,18958
13685,18958
3878,18959
3911,18959
4987,18959
7457,18959
8435,18959
8511,18959
10382,18959
11992,18959
12682,18959
13732,18959
15259,18959
18344,18959
18532,18959
19392,18959
19513,18959
19951,18959
20324,18959
21057,18959
21472,18959
21690,18959
22007,18959
22357,18959
22781,18959
23493,18959
24080,18959
24168,18959
26320,18959
26547,18959
26905,18959
30616,18959
31004,18959
31716,18959
31772,18959
2761,18960
1327,18961
4809,18961
5458,18961
5731,18961
6338,18961
8361,18961
10005,18961
10037,18961
10491,18961
11455,18961
11487,18961
12177,18961
13101,18961
18824,18961
18999,18961
19012,18961
19648,18961
20388,18961
20831,18961
21084,18961
21606,18961
21623,18961
22066,18961
22135,18961
23029,18961
23100,18961
23136,18961
23308,18961
23462,18961
23491,18961
23527,18961
23760,18961
23895,18961
23900,18961
