user,lang,langnum
15586,SV,17
15587,FR,6
15588,CS,1
15589,NO,12
15590,SV,17
15591,NO,12
15592,DE,3
15593,ZH,20
15594,ES,4
15595,FR,6
15596,TR,19
15597,RU,16
15598,FR,6
15599,DE,3
15600,DE,3
15601,ES,4
15602,DE,3
15603,NL,11
15604,RU,16
15605,FR,6
15606,ES,4
15607,DE,3
15608,DE,3
15609,KO,10
15610,DA,2
15611,FR,6
15612,DE,3
15613,FR,6
15614,FR,6
15615,FR,6
15616,KO,10
15617,DE,3
15618,FR,6
15619,DE,3
15620,TR,19
15621,FI,5
15622,DE,3
15623,CS,1
15624,DE,3
15625,PT,15
15626,ES,4
15627,TR,19
15628,ZH,20
15629,TH,18
15630,DE,3
15631,FR,6
15632,ZH,20
15633,ES,4
15634,RU,16
15635,ES,4
15636,HU,7
15637,TR,19
15638,DE,3
15639,PL,14
15640,ES,4
15641,SV,17
15642,FR,6
15643,ES,4
15644,DE,3
15645,FR,6
15646,FR,6
15647,FR,6
15648,ES,4
15649,TR,19
15650,DA,2
15651,FR,6
15652,RU,16
15653,KO,10
15654,ES,4
15655,FR,6
15656,DA,2
15657,FR,6
15658,PT,15
15659,RU,16
15660,KO,10
15661,JA,9
15662,DE,3
15663,RU,16
15664,FR,6
15665,FR,6
15666,DE,3
15667,DE,3
15668,NO,12
15669,OTHER,13
15670,CS,1
15671,HU,7
15672,DE,3
15673,DE,3
15674,RU,16
15675,TH,18
15676,PL,14
15677,PL,14
15678,RU,16
15679,DE,3
15680,SV,17
15681,TH,18
15682,DE,3
15683,ES,4
15684,FR,6
15685,NL,11
15686,TR,19
15687,PL,14
15688,ZH,20
15689,DE,3
15690,DA,2
15691,ES,4
15692,FR,6
15693,FR,6
15694,ZH,20
15695,DE,3
15696,IT,8
15697,DE,3
15698,DE,3
15699,DE,3
15700,RU,16
15701,RU,16
15702,ES,4
15703,FR,6
15704,ZH,20
15705,RU,16
15706,FR,6
15707,PT,15
15708,DE,3
15709,FR,6
15710,CS,1
15711,ES,4
15712,ES,4
15713,ZH,20
15714,TR,19
15715,RU,16
15716,CS,1
15717,DE,3
15718,RU,16
15719,SV,17
15720,DE,3
15721,NO,12
15722,FR,6
15723,FR,6
15724,ZH,20
15725,NO,12
15726,ES,4
15727,RU,16
15728,DE,3
15729,FR,6
15730,FR,6
15731,RU,16
15732,ZH,20
15733,ES,4
15734,RU,16
15735,KO,10
15736,PL,14
15737,DE,3
15738,RU,16
15739,DE,3
15740,ES,4
15741,FR,6
15742,PL,14
15743,FR,6
15744,DE,3
15745,DE,3
15746,HU,7
15747,ES,4
15748,PT,15
15749,DE,3
15750,ES,4
15751,RU,16
15752,DE,3
15753,RU,16
15754,ES,4
15755,RU,16
15756,NL,11
15757,ES,4
15758,SV,17
15759,ZH,20
15760,DE,3
15761,TR,19
15762,ZH,20
15763,FI,5
15764,DE,3
15765,ES,4
15766,FR,6
15767,RU,16
15768,RU,16
15769,ES,4
15770,RU,16
15771,FR,6
15772,ZH,20
15773,FR,6
15774,PT,15
15775,DE,3
15776,PT,15
15777,RU,16
15778,ES,4
15779,DE,3
15780,FR,6
15781,FR,6
15782,RU,16
15783,HU,7
15784,ES,4
15785,OTHER,13
15786,JA,9
15787,ES,4
15788,DE,3
15789,FR,6
15790,IT,8
15791,KO,10
15792,ES,4
15793,DE,3
15794,ZH,20
15795,FR,6
15796,ES,4
15797,TR,19
15798,PT,15
15799,ZH,20
15800,FR,6
15801,DE,3
15802,ES,4
15803,DE,3
15804,NO,12
15805,FI,5
15806,KO,10
15807,ES,4
15808,RU,16
15809,IT,8
15810,JA,9
15811,ES,4
15812,DE,3
15813,NO,12
15814,ZH,20
15815,FR,6
15816,DE,3
15817,FR,6
15818,ES,4
15819,OTHER,13
15820,DE,3
15821,RU,16
15822,OTHER,13
15823,FR,6
15824,ES,4
15825,ES,4
15826,DE,3
15827,DE,3
15828,ZH,20
15829,FR,6
15830,NL,11
15831,ZH,20
15832,ZH,20
15833,JA,9
15834,FR,6
15835,RU,16
15836,JA,9
15837,DE,3
15838,DE,3
15839,RU,16
15840,ES,4
15841,RU,16
15842,DE,3
15843,DE,3
15844,ZH,20
15845,RU,16
15846,DE,3
15847,FR,6
15848,DE,3
15849,PL,14
15850,FR,6
15851,FR,6
15852,DA,2
15853,RU,16
15854,ES,4
15855,FR,6
15856,DE,3
15857,FR,6
15858,RU,16
15859,IT,8
15860,ES,4
15861,FI,5
15862,ES,4
15863,ES,4
15864,ZH,20
15865,SV,17
15866,DE,3
15867,RU,16
15868,FR,6
15869,SV,17
15870,CS,1
15871,ES,4
15872,ZH,20
15873,DE,3
15874,JA,9
15875,SV,17
15876,DE,3
15877,DE,3
15878,FR,6
15879,FR,6
15880,RU,16
15881,CS,1
15882,NO,12
15883,ES,4
15884,ZH,20
15885,ZH,20
15886,JA,9
15887,IT,8
15888,ES,4
15889,ES,4
15890,DE,3
15891,ES,4
15892,RU,16
15893,TR,19
15894,RU,16
15895,RU,16
15896,NL,11
15897,JA,9
15898,ES,4
15899,FR,6
15900,SV,17
15901,CS,1
15902,SV,17
15903,DE,3
15904,IT,8
15905,JA,9
15906,DE,3
15907,FR,6
15908,RU,16
15909,ES,4
15910,FR,6
15911,ZH,20
15912,FR,6
15913,DE,3
15914,FR,6
15915,NL,11
15916,ES,4
15917,KO,10
15918,DE,3
15919,FR,6
15920,DE,3
15921,DE,3
15922,ZH,20
15923,TH,18
15924,DE,3
15925,TR,19
15926,DE,3
15927,FR,6
15928,ZH,20
15929,PT,15
15930,ZH,20
15931,FR,6
15932,DA,2
15933,DE,3
15934,ZH,20
15935,ES,4
15936,DE,3
15937,FR,6
15938,DE,3
15939,DE,3
15940,FR,6
15941,FR,6
15942,DE,3
15943,JA,9
15944,RU,16
15945,DE,3
15946,FR,6
15947,PT,15
15948,FI,5
15949,DE,3
15950,PT,15
15951,DE,3
15952,RU,16
15953,DE,3
15954,ES,4
15955,DE,3
15956,FR,6
15957,DE,3
15958,DE,3
15959,ES,4
15960,DE,3
15961,ZH,20
15962,DE,3
15963,DE,3
15964,DE,3
15965,SV,17
15966,FR,6
15967,RU,16
15968,ES,4
15969,ES,4
15970,PT,15
15971,NL,11
15972,PL,14
15973,DE,3
15974,DE,3
15975,DE,3
15976,ES,4
15977,PT,15
15978,ES,4
15979,RU,16
15980,FR,6
15981,FR,6
15982,HU,7
15983,IT,8
15984,HU,7
15985,DE,3
15986,FR,6
15987,FR,6
15988,DE,3
15989,TR,19
15990,RU,16
15991,PT,15
15992,RU,16
15993,RU,16
15994,SV,17
15995,CS,1
15996,PL,14
15997,DE,3
15998,ES,4
15999,FR,6
16000,ZH,20
16001,DE,3
16002,ES,4
16003,CS,1
16004,TR,19
16005,DE,3
16006,FR,6
16007,IT,8
16008,FR,6
16009,FR,6
16010,IT,8
16011,DE,3
16012,IT,8
16013,FR,6
16014,PT,15
16015,DE,3
16016,NL,11
16017,DE,3
16018,FR,6
16019,RU,16
16020,DE,3
16021,JA,9
16022,JA,9
16023,KO,10
16024,DE,3
16025,ZH,20
16026,DE,3
16027,DA,2
16028,ZH,20
16029,FR,6
16030,DE,3
16031,FR,6
16032,PT,15
16033,ZH,20
16034,RU,16
16035,DE,3
16036,FR,6
16037,ES,4
16038,PL,14
16039,FR,6
16040,RU,16
16041,FR,6
16042,IT,8
16043,FR,6
16044,NO,12
16045,FI,5
16046,DE,3
16047,DE,3
16048,FR,6
16049,DE,3
16050,PT,15
16051,ES,4
16052,RU,16
16053,DE,3
16054,FR,6
16055,JA,9
16056,DE,3
16057,FR,6
16058,FI,5
16059,ZH,20
16060,PL,14
16061,PL,14
16062,ES,4
16063,CS,1
16064,RU,16
16065,DE,3
16066,RU,16
16067,JA,9
16068,RU,16
16069,ZH,20
16070,PT,15
16071,RU,16
16072,FR,6
16073,DE,3
16074,ES,4
16075,PT,15
16076,RU,16
16077,FR,6
16078,FR,6
16079,FR,6
16080,NO,12
16081,FR,6
16082,ES,4
16083,RU,16
16084,PT,15
16085,PT,15
16086,CS,1
16087,PL,14
16088,FR,6
16089,ES,4
16090,FR,6
16091,DA,2
16092,RU,16
16093,FR,6
16094,ES,4
16095,DE,3
16096,ZH,20
16097,FR,6
16098,PT,15
16099,ZH,20
16100,ZH,20
16101,DE,3
16102,FR,6
16103,ZH,20
16104,ZH,20
16105,ES,4
16106,DE,3
16107,DE,3
16108,PT,15
16109,PT,15
16110,FR,6
16111,DE,3
16112,PT,15
16113,NL,11
16114,ES,4
16115,IT,8
16116,DE,3
16117,RU,16
16118,RU,16
16119,KO,10
16120,IT,8
16121,ZH,20
16122,FR,6
16123,CS,1
16124,JA,9
16125,ES,4
16126,RU,16
16127,ZH,20
16128,DE,3
16129,RU,16
16130,FI,5
16131,ES,4
16132,DE,3
16133,FR,6
16134,ZH,20
16135,DA,2
16136,DE,3
16137,JA,9
16138,DE,3
16139,ES,4
16140,FR,6
16141,HU,7
16142,DE,3
16143,FR,6
16144,DE,3
16145,ES,4
16146,RU,16
16147,DE,3
16148,ES,4
16149,FR,6
16150,JA,9
16151,ES,4
16152,RU,16
16153,FR,6
16154,RU,16
16155,RU,16
16156,FR,6
16157,RU,16
16158,ES,4
16159,DE,3
16160,FR,6
16161,DE,3
16162,KO,10
16163,RU,16
16164,CS,1
16165,ZH,20
16166,DE,3
16167,RU,16
16168,RU,16
16169,SV,17
16170,ES,4
16171,FR,6
16172,PL,14
16173,FR,6
16174,ZH,20
16175,DE,3
16176,RU,16
16177,RU,16
16178,JA,9
16179,FR,6
16180,RU,16
16181,RU,16
16182,RU,16
16183,RU,16
16184,DE,3
16185,FI,5
16186,TH,18
16187,DE,3
16188,ZH,20
16189,DE,3
16190,DE,3
16191,ES,4
16192,HU,7
16193,RU,16
16194,RU,16
16195,ZH,20
16196,KO,10
16197,ZH,20
16198,DE,3
16199,RU,16
16200,ES,4
16201,FR,6
16202,ES,4
16203,PT,15
16204,PL,14
16205,ES,4
16206,ZH,20
16207,ES,4
16208,PT,15
16209,ES,4
16210,IT,8
16211,NL,11
16212,KO,10
16213,ES,4
16214,ES,4
16215,DE,3
16216,PT,15
16217,DE,3
16218,DA,2
16219,JA,9
16220,FR,6
16221,ZH,20
16222,DE,3
16223,FR,6
16224,DE,3
16225,SV,17
16226,ZH,20
16227,DE,3
16228,PL,14
16229,FR,6
16230,RU,16
16231,FR,6
16232,ES,4
16233,JA,9
16234,SV,17
16235,DE,3
16236,RU,16
16237,DE,3
16238,RU,16
16239,ES,4
16240,PT,15
16241,DE,3
16242,RU,16
16243,FR,6
16244,FR,6
16245,KO,10
16246,RU,16
16247,ES,4
16248,PL,14
16249,SV,17
16250,DE,3
16251,FR,6
16252,IT,8
16253,DE,3
16254,FR,6
16255,DE,3
16256,FR,6
16257,FR,6
16258,FR,6
16259,TR,19
16260,TH,18
16261,FR,6
16262,PT,15
16263,PT,15
16264,FR,6
16265,ZH,20
16266,FR,6
16267,DE,3
16268,TR,19
16269,DE,3
16270,JA,9
16271,DE,3
16272,FR,6
16273,OTHER,13
16274,PL,14
16275,ES,4
16276,DE,3
16277,FR,6
16278,DE,3
16279,CS,1
16280,HU,7
16281,ES,4
16282,ZH,20
16283,DE,3
16284,ZH,20
16285,DE,3
16286,SV,17
16287,TH,18
16288,PL,14
16289,RU,16
16290,RU,16
16291,DE,3
16292,RU,16
16293,JA,9
16294,RU,16
16295,DE,3
16296,FR,6
16297,DE,3
16298,KO,10
16299,RU,16
16300,DE,3
16301,PL,14
16302,DE,3
16303,DE,3
16304,DE,3
16305,ES,4
16306,FR,6
16307,ES,4
16308,FR,6
16309,RU,16
16310,RU,16
16311,DE,3
16312,ES,4
16313,KO,10
16314,RU,16
16315,FR,6
16316,FR,6
16317,FR,6
16318,ZH,20
16319,TH,18
16320,ZH,20
16321,ES,4
16322,ES,4
16323,DE,3
16324,DE,3
16325,TR,19
16326,DE,3
16327,FR,6
16328,DE,3
16329,ES,4
16330,DE,3
16331,DE,3
16332,PT,15
16333,FR,6
16334,TH,18
16335,SV,17
16336,OTHER,13
16337,TR,19
16338,DE,3
16339,IT,8
16340,RU,16
16341,ZH,20
16342,IT,8
16343,RU,16
16344,ZH,20
16345,NL,11
16346,SV,17
16347,SV,17
16348,ES,4
16349,ES,4
16350,DE,3
16351,KO,10
16352,NL,11
16353,IT,8
16354,RU,16
16355,DE,3
16356,ZH,20
16357,ES,4
16358,DE,3
16359,DE,3
16360,DE,3
16361,RU,16
16362,JA,9
16363,ES,4
16364,DE,3
16365,RU,16
16366,PT,15
16367,IT,8
16368,DE,3
16369,FR,6
16370,DE,3
16371,RU,16
16372,ES,4
16373,SV,17
16374,JA,9
16375,TH,18
16376,DE,3
16377,PT,15
16378,RU,16
16379,RU,16
16380,ES,4
16381,DE,3
16382,RU,16
16383,JA,9
16384,DE,3
16385,DE,3
16386,FR,6
16387,FR,6
16388,FR,6
16389,ES,4
16390,DE,3
16391,FR,6
16392,FR,6
16393,DA,2
16394,KO,10
16395,DE,3
16396,IT,8
16397,ES,4
16398,PT,15
16399,DE,3
16400,PT,15
16401,DE,3
16402,FR,6
16403,CS,1
16404,CS,1
16405,IT,8
16406,ES,4
16407,DE,3
16408,DA,2
16409,NL,11
16410,ES,4
16411,RU,16
16412,RU,16
16413,PT,15
16414,RU,16
16415,RU,16
16416,OTHER,13
16417,DE,3
16418,FR,6
16419,SV,17
16420,NO,12
16421,DE,3
16422,DE,3
16423,DE,3
16424,DE,3
16425,RU,16
16426,DE,3
16427,RU,16
16428,ES,4
16429,RU,16
16430,PT,15
16431,JA,9
16432,FR,6
16433,RU,16
16434,ES,4
16435,DE,3
16436,RU,16
16437,PT,15
16438,DE,3
16439,ES,4
16440,IT,8
16441,RU,16
16442,PT,15
16443,RU,16
16444,FR,6
16445,JA,9
16446,DE,3
16447,CS,1
16448,FR,6
16449,RU,16
16450,DA,2
16451,RU,16
16452,ZH,20
16453,RU,16
16454,FR,6
16455,DE,3
16456,FR,6
16457,ES,4
16458,RU,16
16459,RU,16
16460,KO,10
16461,OTHER,13
16462,RU,16
16463,PL,14
16464,RU,16
16465,FR,6
16466,FR,6
16467,PT,15
16468,RU,16
16469,ES,4
16470,PT,15
16471,RU,16
16472,FR,6
16473,DE,3
16474,ES,4
16475,DE,3
16476,RU,16
16477,DE,3
16478,DE,3
16479,ZH,20
16480,FR,6
16481,PT,15
16482,PT,15
16483,FR,6
16484,KO,10
16485,RU,16
16486,DE,3
16487,RU,16
16488,DE,3
16489,DE,3
16490,RU,16
16491,KO,10
16492,DE,3
16493,ZH,20
16494,ES,4
16495,NL,11
16496,ES,4
16497,KO,10
16498,ES,4
16499,SV,17
16500,ZH,20
16501,ES,4
16502,ES,4
16503,RU,16
16504,PT,15
16505,JA,9
16506,IT,8
16507,DE,3
16508,PT,15
16509,DE,3
16510,DE,3
16511,DE,3
16512,FR,6
16513,FR,6
16514,CS,1
16515,JA,9
16516,IT,8
16517,FR,6
16518,ZH,20
16519,KO,10
16520,FR,6
16521,FR,6
16522,DE,3
16523,RU,16
16524,RU,16
16525,DE,3
16526,FR,6
16527,DE,3
16528,FR,6
16529,DE,3
16530,NL,11
16531,PT,15
16532,FI,5
16533,IT,8
16534,ES,4
16535,DE,3
16536,ZH,20
16537,DE,3
16538,DE,3
16539,ZH,20
16540,FR,6
16541,KO,10
16542,DE,3
16543,FR,6
16544,IT,8
16545,PT,15
16546,TR,19
16547,KO,10
16548,FI,5
16549,RU,16
16550,ES,4
16551,FR,6
16552,FR,6
16553,SV,17
16554,ES,4
16555,DE,3
16556,RU,16
16557,FR,6
16558,JA,9
16559,PT,15
16560,SV,17
16561,DE,3
16562,TH,18
16563,PT,15
16564,DE,3
16565,SV,17
16566,DE,3
16567,NL,11
16568,OTHER,13
16569,ZH,20
16570,FR,6
16571,ZH,20
16572,ES,4
16573,KO,10
16574,FR,6
16575,HU,7
16576,FR,6
16577,FI,5
16578,DE,3
16579,FR,6
16580,FR,6
16581,KO,10
16582,PT,15
16583,NO,12
16584,DE,3
16585,RU,16
16586,FR,6
16587,PL,14
16588,ES,4
16589,DE,3
16590,ES,4
16591,OTHER,13
16592,PL,14
16593,DE,3
16594,FR,6
16595,DE,3
16596,OTHER,13
16597,RU,16
16598,PT,15
16599,DE,3
16600,JA,9
16601,ZH,20
16602,FR,6
16603,DE,3
16604,PT,15
16605,ZH,20
16606,CS,1
16607,DE,3
16608,PT,15
16609,JA,9
16610,DE,3
16611,RU,16
16612,RU,16
16613,PT,15
16614,RU,16
16615,ES,4
16616,NL,11
16617,RU,16
16618,DE,3
16619,DE,3
16620,DE,3
16621,PT,15
16622,RU,16
16623,KO,10
16624,DE,3
16625,IT,8
16626,RU,16
16627,SV,17
16628,ZH,20
16629,ZH,20
16630,ZH,20
16631,NL,11
16632,TH,18
16633,DE,3
16634,DE,3
16635,DE,3
16636,ES,4
16637,FR,6
16638,ES,4
16639,DE,3
16640,DE,3
16641,FR,6
16642,DE,3
16643,ES,4
16644,ES,4
16645,DE,3
16646,DE,3
16647,DE,3
16648,DE,3
16649,FR,6
16650,ZH,20
16651,DE,3
16652,RU,16
16653,DE,3
16654,FR,6
16655,DE,3
16656,RU,16
16657,FR,6
16658,ZH,20
16659,RU,16
16660,NO,12
16661,PL,14
16662,RU,16
16663,ZH,20
16664,FR,6
16665,ES,4
16666,RU,16
16667,FR,6
16668,RU,16
16669,DE,3
16670,FR,6
16671,DE,3
16672,ES,4
16673,DE,3
16674,RU,16
16675,RU,16
16676,IT,8
16677,FR,6
16678,RU,16
16679,DA,2
16680,PL,14
16681,PT,15
16682,ZH,20
16683,ES,4
16684,SV,17
16685,JA,9
16686,RU,16
16687,KO,10
16688,FR,6
16689,TR,19
16690,ES,4
16691,ES,4
16692,NO,12
16693,DE,3
16694,DE,3
16695,DE,3
16696,KO,10
16697,ZH,20
16698,RU,16
16699,PT,15
16700,RU,16
16701,FR,6
16702,DA,2
16703,ZH,20
16704,RU,16
16705,DE,3
16706,DE,3
16707,ZH,20
16708,DE,3
16709,SV,17
16710,PT,15
16711,FR,6
16712,TR,19
16713,DE,3
16714,RU,16
16715,DE,3
16716,PL,14
16717,DE,3
16718,ES,4
16719,PL,14
16720,RU,16
16721,PT,15
16722,DA,2
16723,ES,4
16724,DE,3
16725,ES,4
16726,FR,6
16727,RU,16
16728,DE,3
16729,FR,6
16730,FR,6
16731,DE,3
16732,ES,4
16733,FR,6
16734,FR,6
16735,ES,4
16736,SV,17
16737,ZH,20
16738,NL,11
16739,KO,10
16740,PT,15
16741,FR,6
16742,CS,1
16743,KO,10
16744,NL,11
16745,IT,8
16746,FR,6
16747,ES,4
16748,DE,3
16749,FR,6
16750,JA,9
16751,DE,3
16752,FI,5
16753,DE,3
16754,CS,1
16755,DE,3
16756,FR,6
16757,SV,17
16758,FR,6
16759,FR,6
16760,RU,16
16761,OTHER,13
16762,DE,3
16763,DE,3
16764,PL,14
16765,FR,6
16766,FR,6
16767,RU,16
16768,RU,16
16769,DE,3
16770,NO,12
16771,FR,6
16772,FR,6
16773,NO,12
16774,JA,9
16775,DE,3
16776,ES,4
16777,FR,6
16778,PT,15
16779,ES,4
16780,RU,16
16781,RU,16
16782,PT,15
16783,RU,16
16784,DE,3
16785,NL,11
16786,DE,3
16787,FR,6
16788,RU,16
16789,KO,10
16790,TH,18
16791,KO,10
16792,PT,15
16793,KO,10
16794,FR,6
16795,NL,11
16796,FR,6
16797,ES,4
16798,ZH,20
16799,ES,4
16800,JA,9
16801,SV,17
16802,ZH,20
16803,FR,6
16804,CS,1
16805,FR,6
16806,FR,6
16807,FI,5
16808,DE,3
16809,DE,3
16810,ZH,20
16811,HU,7
16812,ES,4
16813,FR,6
16814,ES,4
16815,DE,3
16816,ZH,20
16817,DE,3
16818,KO,10
16819,DE,3
16820,FR,6
16821,JA,9
16822,NL,11
16823,IT,8
16824,FR,6
16825,PT,15
16826,DE,3
16827,DE,3
16828,FR,6
16829,DE,3
16830,FR,6
16831,FR,6
16832,ZH,20
16833,JA,9
16834,ES,4
16835,FR,6
16836,HU,7
16837,PT,15
16838,DE,3
16839,FI,5
16840,ZH,20
16841,ES,4
16842,TH,18
16843,FR,6
16844,TH,18
16845,ZH,20
16846,FR,6
16847,PT,15
16848,KO,10
16849,ZH,20
16850,DE,3
16851,ES,4
16852,PT,15
16853,DE,3
16854,ZH,20
16855,RU,16
16856,ES,4
16857,DE,3
16858,PL,14
16859,IT,8
16860,DE,3
16861,SV,17
16862,ZH,20
16863,ES,4
16864,PL,14
16865,RU,16
16866,FR,6
16867,TH,18
16868,ZH,20
16869,DE,3
16870,DE,3
16871,KO,10
16872,DE,3
16873,RU,16
16874,FR,6
16875,ES,4
16876,ES,4
16877,ES,4
16878,KO,10
16879,ZH,20
16880,ES,4
16881,RU,16
16882,DE,3
16883,FR,6
16884,DE,3
16885,ES,4
16886,ZH,20
16887,TH,18
16888,FR,6
16889,ZH,20
16890,KO,10
16891,FR,6
16892,FI,5
16893,FR,6
16894,JA,9
16895,PL,14
16896,DE,3
16897,SV,17
16898,RU,16
16899,SV,17
16900,FR,6
16901,PT,15
16902,FR,6
16903,DE,3
16904,FI,5
16905,DA,2
16906,DE,3
16907,DE,3
16908,PT,15
16909,DE,3
16910,RU,16
16911,FR,6
16912,PL,14
16913,ES,4
16914,SV,17
16915,FR,6
16916,DE,3
16917,TR,19
16918,DE,3
16919,ES,4
16920,ZH,20
16921,CS,1
16922,DE,3
16923,PT,15
16924,FR,6
16925,ZH,20
16926,FR,6
16927,KO,10
16928,ZH,20
16929,DE,3
16930,FR,6
16931,PT,15
16932,DE,3
16933,TH,18
16934,DE,3
16935,SV,17
16936,RU,16
16937,DE,3
16938,FR,6
16939,DE,3
16940,ES,4
16941,PL,14
16942,FR,6
16943,RU,16
16944,CS,1
16945,RU,16
16946,RU,16
16947,ZH,20
16948,ZH,20
16949,DE,3
16950,PT,15
16951,KO,10
16952,ES,4
16953,ES,4
16954,DE,3
16955,ES,4
16956,RU,16
16957,DE,3
16958,ZH,20
16959,NL,11
16960,FR,6
16961,DA,2
16962,FR,6
16963,ES,4
16964,RU,16
16965,OTHER,13
16966,SV,17
16967,CS,1
16968,TH,18
16969,PT,15
16970,JA,9
16971,PL,14
16972,CS,1
16973,IT,8
16974,RU,16
16975,NL,11
16976,PT,15
16977,ES,4
16978,ES,4
16979,TH,18
16980,ZH,20
16981,RU,16
16982,DE,3
16983,DE,3
16984,RU,16
16985,DE,3
16986,ZH,20
16987,DA,2
16988,DA,2
16989,DE,3
16990,DE,3
16991,RU,16
16992,ES,4
16993,PT,15
16994,ES,4
16995,ES,4
16996,TR,19
16997,FR,6
16998,RU,16
16999,RU,16
17000,TR,19
17001,ES,4
17002,RU,16
17003,RU,16
17004,TR,19
17005,DE,3
17006,ES,4
17007,KO,10
17008,KO,10
17009,RU,16
17010,JA,9
17011,RU,16
17012,ES,4
17013,PL,14
17014,DE,3
17015,RU,16
17016,DE,3
17017,CS,1
17018,PL,14
17019,ES,4
17020,ZH,20
17021,RU,16
17022,FR,6
17023,RU,16
17024,DE,3
17025,PT,15
17026,DE,3
17027,DE,3
17028,FR,6
17029,FR,6
17030,DE,3
17031,DE,3
17032,FR,6
17033,NL,11
17034,PT,15
17035,DA,2
17036,NO,12
17037,FR,6
17038,FR,6
17039,ZH,20
17040,FR,6
17041,FI,5
17042,ES,4
17043,ZH,20
17044,FR,6
17045,ES,4
17046,PT,15
17047,IT,8
17048,DE,3
17049,RU,16
17050,ES,4
17051,TH,18
17052,PT,15
17053,FR,6
17054,DE,3
17055,FR,6
17056,DE,3
17057,PT,15
17058,DE,3
17059,FR,6
17060,DE,3
17061,IT,8
17062,FR,6
17063,ZH,20
17064,PL,14
17065,RU,16
17066,DE,3
17067,ES,4
17068,HU,7
17069,FR,6
17070,JA,9
17071,ES,4
17072,PT,15
17073,ES,4
17074,ES,4
17075,PT,15
17076,FR,6
17077,FR,6
17078,DE,3
17079,CS,1
17080,FR,6
17081,RU,16
17082,RU,16
17083,HU,7
17084,DE,3
17085,TH,18
17086,FR,6
17087,FR,6
17088,DE,3
17089,IT,8
17090,ZH,20
17091,RU,16
17092,DE,3
17093,RU,16
17094,SV,17
17095,ES,4
17096,RU,16
17097,RU,16
17098,FR,6
17099,PT,15
17100,NO,12
17101,ES,4
17102,DE,3
17103,FR,6
17104,ZH,20
17105,DE,3
17106,TH,18
17107,RU,16
17108,ZH,20
17109,FR,6
17110,FR,6
17111,ES,4
17112,JA,9
17113,ZH,20
17114,DE,3
17115,FR,6
17116,TR,19
17117,NL,11
17118,PT,15
17119,IT,8
17120,DE,3
17121,FR,6
17122,JA,9
17123,ES,4
17124,PT,15
17125,RU,16
17126,FR,6
17127,KO,10
17128,PT,15
17129,ES,4
17130,JA,9
17131,RU,16
17132,RU,16
17133,RU,16
17134,RU,16
17135,ES,4
17136,RU,16
17137,FR,6
17138,ES,4
17139,ES,4
17140,DE,3
17141,ES,4
17142,ES,4
17143,KO,10
17144,DE,3
17145,RU,16
17146,FR,6
17147,DE,3
17148,DE,3
17149,FR,6
17150,DE,3
17151,FR,6
17152,ES,4
17153,ZH,20
17154,ES,4
17155,DE,3
17156,DE,3
17157,FR,6
17158,FR,6
17159,ES,4
17160,ZH,20
17161,IT,8
17162,DA,2
17163,ES,4
17164,ZH,20
17165,ES,4
17166,TR,19
17167,DE,3
17168,DE,3
17169,FR,6
17170,FR,6
17171,HU,7
17172,DE,3
17173,RU,16
17174,TH,18
17175,OTHER,13
17176,ES,4
17177,FR,6
17178,KO,10
17179,DE,3
17180,ES,4
17181,DE,3
17182,DE,3
17183,ES,4
17184,FR,6
17185,ZH,20
17186,DE,3
17187,DE,3
17188,DE,3
17189,ES,4
17190,ES,4
17191,RU,16
17192,ES,4
17193,KO,10
17194,ZH,20
17195,ES,4
17196,ZH,20
17197,FR,6
17198,FR,6
17199,RU,16
17200,HU,7
17201,JA,9
17202,ES,4
17203,TH,18
17204,ES,4
17205,FR,6
17206,DE,3
17207,FI,5
17208,DE,3
17209,FR,6
17210,PL,14
17211,FR,6
17212,PT,15
17213,RU,16
17214,DE,3
17215,RU,16
17216,DE,3
17217,DE,3
17218,DE,3
17219,RU,16
17220,RU,16
17221,HU,7
17222,NL,11
17223,ES,4
17224,DE,3
17225,ES,4
17226,DE,3
17227,ZH,20
17228,PT,15
17229,FR,6
17230,IT,8
17231,FR,6
17232,ES,4
17233,PT,15
17234,DE,3
17235,DE,3
17236,IT,8
17237,FR,6
17238,RU,16
17239,DE,3
17240,NO,12
17241,FR,6
17242,ES,4
17243,IT,8
17244,SV,17
17245,RU,16
17246,PL,14
17247,ZH,20
17248,FR,6
17249,JA,9
17250,ZH,20
17251,DE,3
17252,FR,6
17253,FR,6
17254,ZH,20
17255,DE,3
17256,TR,19
17257,KO,10
17258,ES,4
17259,DE,3
17260,NL,11
17261,ES,4
17262,CS,1
17263,DE,3
17264,RU,16
17265,DE,3
17266,ZH,20
17267,FI,5
17268,FR,6
17269,PL,14
17270,ZH,20
17271,CS,1
17272,DE,3
17273,RU,16
17274,DE,3
17275,ES,4
17276,DE,3
17277,ES,4
17278,FR,6
17279,DE,3
17280,DE,3
17281,DE,3
17282,DE,3
17283,TR,19
17284,ZH,20
17285,ES,4
17286,FR,6
17287,DE,3
17288,FR,6
17289,IT,8
17290,FR,6
17291,ES,4
17292,ZH,20
17293,NO,12
17294,DE,3
17295,FR,6
17296,FR,6
17297,ZH,20
17298,ES,4
17299,FR,6
17300,FR,6
17301,DE,3
17302,RU,16
17303,FR,6
17304,RU,16
17305,ZH,20
17306,ZH,20
17307,FR,6
17308,DE,3
17309,RU,16
17310,CS,1
17311,RU,16
17312,FR,6
17313,PL,14
17314,ES,4
