views,mature,life_time,created_at,updated_at,numeric_id,dead_account,language,affiliate
448,1,926,2016-03-29,2018-10-11,82453,0,EN,0
2876,1,1904,2013-07-23,2018-10-09,82454,0,RU,0
1191,0,1595,2014-05-31,2018-10-12,82455,0,DE,1
11664,1,1535,2014-07-12,2018-09-24,82456,0,EN,1
1937,0,1578,2014-06-16,2018-10-11,82457,0,EN,0
2339,0,1320,2015-03-02,2018-10-12,82458,0,ES,1
3834,1,733,2016-10-08,2018-10-11,82459,0,DE,1
11409,1,1311,2015-03-11,2018-10-12,82460,0,EN,1
23088,0,2163,2012-11-09,2018-10-12,82461,0,RU,1
1496,0,1113,2015-09-21,2018-10-08,82462,0,EN,1
22257,0,244,2018-02-10,2018-10-12,82463,0,KO,1
10505,0,1073,2015-11-04,2018-10-12,82464,0,EN,1
3522,0,1438,2014-10-18,2018-09-25,82465,0,EN,1
37,0,448,2017-07-13,2018-10-04,82466,0,EN,0
12504,1,1699,2014-02-16,2018-10-12,82467,0,EN,1
51,0,1867,2013-08-25,2018-10-05,82468,0,ES,0
2846,0,1166,2015-08-03,2018-10-12,82469,0,EN,1
7413,1,1455,2014-10-18,2018-10-12,82470,0,EN,1
5971,0,895,2016-04-30,2018-10-12,82471,0,EN,1
11708,0,655,2016-12-26,2018-10-12,82472,0,DE,1
13472,0,710,2016-10-31,2018-10-11,82473,0,TH,1
8087,1,1316,2015-03-06,2018-10-12,82474,0,ES,1
17188,1,2335,2012-05-20,2018-10-11,82475,0,EN,1
2587,1,667,2016-12-14,2018-10-12,82476,0,EN,0
11613,0,1944,2013-06-16,2018-10-12,82477,0,RU,1
1753,0,888,2016-05-06,2018-10-11,82478,0,EN,0
1832,0,2142,2012-11-28,2018-10-10,82479,0,ES,1
594,0,947,2016-03-07,2018-10-10,82480,0,EN,0
329,1,209,2018-03-13,2018-10-08,82481,0,EN,0
848,0,3202,2009-11-16,2018-08-23,82482,0,EN,0
8920,1,1317,2015-03-02,2018-10-09,82483,0,DE,1
21381,0,2058,2013-02-20,2018-10-10,82484,0,FR,1
16971,0,1844,2013-09-12,2018-09-30,82485,0,DE,0
1391,0,915,2016-04-10,2018-10-12,82486,0,EN,0
3632,1,1790,2013-11-16,2018-10-11,82487,0,EN,0
16260,1,1778,2013-11-26,2018-10-09,82488,0,EN,1
5521,1,1246,2015-05-15,2018-10-12,82489,0,EN,1
6839,1,677,2016-12-04,2018-10-12,82490,0,TR,1
6899,0,1609,2014-05-16,2018-10-11,82491,0,EN,1
3120,0,1582,2014-06-07,2018-10-06,82492,0,RU,0
3567,1,1629,2014-04-27,2018-10-12,82493,0,EN,1
2784,0,2318,2012-05-07,2018-09-11,82494,0,EN,0
46488,1,1954,2013-06-06,2018-10-12,82495,0,EN,1
129535,0,266,2018-01-19,2018-10-12,82496,0,PT,1
7551,1,2040,2013-03-12,2018-10-12,82497,0,EN,0
8904,1,1340,2015-01-23,2018-09-24,82498,0,EN,1
1389,1,928,2016-02-26,2018-09-11,82499,0,EN,0
34489,1,2142,2012-11-30,2018-10-12,82500,0,EN,1
6437,0,270,2018-01-15,2018-10-12,82501,0,EN,1
15233,1,3433,2009-05-19,2018-10-12,82502,0,EN,1
74578,0,1881,2013-08-18,2018-10-12,82503,0,ZH,1
2830,1,1676,2014-03-11,2018-10-12,82504,0,EN,1
440,0,2206,2012-09-07,2018-09-22,82505,0,EN,0
3361,1,1831,2013-08-13,2018-08-18,82506,0,EN,0
12033,1,2084,2013-01-27,2018-10-12,82507,0,EN,1
12135,1,2469,2012-01-08,2018-10-12,82508,0,EN,1
15276,1,1264,2015-04-22,2018-10-07,82509,0,EN,1
3296,1,470,2017-06-24,2018-10-07,82510,0,EN,1
3017,1,1795,2013-11-12,2018-10-12,82511,0,EN,1
3545,1,678,2016-12-01,2018-10-10,82512,0,EN,1
1555,0,217,2018-02-27,2018-10-02,82513,0,DA,0
7735,1,1201,2015-06-29,2018-10-12,82514,0,EN,1
99324,1,2781,2011-03-02,2018-10-12,82515,0,EN,0
1388,1,1361,2015-01-09,2018-10-01,82516,0,IT,1
10579,0,426,2017-08-12,2018-10-12,82517,0,ES,1
2554,1,1289,2015-03-26,2018-10-05,82518,0,EN,0
8663,0,1507,2014-08-27,2018-10-12,82519,0,EN,1
83656,1,264,2018-01-21,2018-10-12,82520,0,FR,1
2123,1,1038,2015-12-09,2018-10-12,82521,0,EN,1
5659,0,1934,2013-06-22,2018-10-08,82522,0,FR,1
30585,1,2524,2011-11-14,2018-10-12,82523,0,EN,1
3683,1,1500,2014-08-25,2018-10-03,82524,0,EN,1
624412,1,1681,2014-03-06,2018-10-12,82525,0,EN,0
418,1,1363,2015-01-18,2018-10-12,82526,0,EN,0
614,0,2419,2012-02-20,2018-10-05,82527,0,EN,0
2465,0,1751,2013-02-10,2017-11-27,82528,1,OTHER,0
55702,1,665,2016-12-16,2018-10-12,82529,0,EN,1
94213,1,1647,2014-04-08,2018-10-11,82530,0,EN,1
2301,0,1968,2013-04-21,2018-09-10,82531,0,EN,0
92502,0,2012,2013-04-09,2018-10-12,82532,0,IT,1
39310,1,1665,2014-03-22,2018-10-12,82533,0,RU,1
9120,1,1393,2014-12-19,2018-10-12,82534,0,EN,1
219,1,924,2016-03-24,2018-10-04,82535,0,EN,0
588980,1,1471,2014-10-02,2018-10-12,82536,0,EN,0
7401,1,2539,2011-10-30,2018-10-12,82537,0,EN,0
1413,0,1160,2015-08-09,2018-10-12,82538,0,EN,0
1605,1,1678,2014-03-09,2018-10-12,82539,0,EN,1
868,0,1284,2015-04-04,2018-10-09,82540,0,FR,0
2081,1,656,2016-12-25,2018-10-12,82541,0,EN,1
13841,1,1509,2014-08-25,2018-10-12,82542,0,EN,1
29425,0,1918,2013-07-12,2018-10-12,82543,0,FR,0
267447,1,2184,2012-10-19,2018-10-12,82544,0,EN,0
1615,1,702,2016-11-07,2018-10-10,82545,0,EN,1
360,0,587,2017-02-09,2018-09-19,82546,0,EN,0
1745,0,2220,2012-09-13,2018-10-12,82547,0,EN,1
17645,0,2443,2012-01-30,2018-10-08,82548,0,EN,0
689,0,1052,2015-11-06,2018-09-23,82549,0,DE,1
2613,0,1484,2014-09-14,2018-10-07,82550,0,DE,1
15531,1,2712,2011-05-09,2018-10-11,82551,0,EN,1
5263,0,335,2017-11-11,2018-10-12,82552,0,EN,1
36665,0,951,2016-03-04,2018-10-11,82553,0,EN,1
538,0,904,2016-03-25,2018-09-15,82554,0,EN,0
168612,1,1413,2014-11-29,2018-10-12,82555,0,RU,1
1261,1,3587,2008-11-16,2018-09-12,82556,0,EN,0
1374,1,1020,2015-12-27,2018-10-12,82557,0,PT,1
10196,1,2714,2011-05-08,2018-10-12,82558,0,EN,0
12035,1,1601,2014-05-24,2018-10-11,82559,0,EN,1
2822,0,557,2017-04-02,2018-10-11,82560,0,ES,1
975301,1,2142,2012-11-29,2018-10-11,82561,0,EN,0
760,0,3108,2010-04-09,2018-10-12,82562,0,EN,0
3055,0,334,2017-11-12,2018-10-12,82563,0,EN,1
577,0,502,2017-05-28,2018-10-12,82564,0,EN,0
921,1,280,2018-01-04,2018-10-11,82565,0,EN,1
897,1,782,2016-08-10,2018-10-01,82566,0,EN,0
18955,1,2250,2012-08-14,2018-10-12,82567,0,EN,1
689,0,631,2017-01-16,2018-10-09,82568,0,EN,0
1256,0,1045,2015-12-01,2018-10-11,82569,0,EN,0
4556,1,2190,2012-10-13,2018-10-12,82570,0,OTHER,1
409,0,1161,2015-07-13,2018-09-16,82571,0,EN,0
1240,0,1182,2015-07-06,2018-09-30,82572,0,RU,0
391,0,2354,2012-04-04,2018-09-14,82573,0,EN,0
764,1,2300,2012-03-31,2018-07-18,82574,0,EN,0
1893,1,659,2016-12-22,2018-10-12,82575,0,EN,1
16484,1,1222,2015-06-08,2018-10-12,82576,0,EN,1
1432,1,2637,2011-06-28,2018-09-16,82577,0,EN,0
849,0,1003,2016-01-08,2018-10-07,82578,0,ES,0
7918,0,1137,2015-06-27,2018-08-07,82579,0,RU,0
2459,0,591,2017-02-24,2018-10-08,82580,0,EN,1
40539,0,2743,2011-04-06,2018-10-09,82581,0,NO,1
286243,1,2473,2012-01-01,2018-10-09,82582,0,EN,0
12147,1,2491,2011-12-14,2018-10-09,82583,0,EN,1
101570,0,2042,2013-03-10,2018-10-12,82584,0,TR,1
1198,1,1285,2015-03-25,2018-09-30,82585,0,EN,1
3357,0,2264,2012-07-23,2018-10-04,82586,0,EN,0
1352,0,2577,2011-07-27,2018-08-16,82587,0,EN,0
4741,1,352,2017-10-22,2018-10-09,82588,0,EN,1
3245,1,2169,2012-09-17,2018-08-26,82589,0,EN,0
2746,0,968,2016-02-15,2018-10-10,82590,0,RU,0
1524,1,1287,2015-03-30,2018-10-07,82591,0,EN,1
1675,1,2168,2012-11-03,2018-10-11,82592,0,EN,0
7642,0,802,2016-06-22,2018-09-02,82593,0,EN,1
2658,0,909,2016-04-12,2018-10-08,82594,0,EN,0
11315,0,1964,2013-05-25,2018-10-10,82595,0,EN,1
566,1,799,2016-07-01,2018-09-08,82596,0,EN,0
874846,0,1799,2013-11-08,2018-10-12,82597,0,EN,0
29727,1,1314,2015-03-08,2018-10-12,82598,0,EN,1
2007,0,1733,2013-09-21,2018-06-20,82599,1,ZH,0
228,0,1893,2013-07-18,2018-09-23,82600,0,EN,0
11377,1,682,2016-11-29,2018-10-12,82601,0,DE,1
3637,0,1299,2015-03-23,2018-10-12,82602,0,EN,1
100281,1,1643,2014-04-09,2018-10-08,82603,0,DE,0
1242,0,313,2017-12-01,2018-10-10,82604,0,EN,1
1416,1,2552,2011-06-24,2018-06-19,82605,1,EN,0
4152508,0,2726,2011-04-26,2018-10-12,82606,0,EN,0
6215,1,1340,2015-02-10,2018-10-12,82607,0,EN,1
20383,1,1787,2013-11-20,2018-10-12,82608,0,ZH,1
563609,0,708,2016-11-03,2018-10-12,82609,0,RU,0
7071,0,700,2016-11-11,2018-10-12,82610,0,DE,1
7702,1,1799,2013-11-08,2018-10-12,82611,0,EN,1
358,0,2244,2012-08-16,2018-10-08,82612,0,EN,0
3757,0,509,2017-05-20,2018-10-11,82613,0,EN,1
2036,0,693,2016-11-18,2018-10-12,82614,0,EN,1
974,1,1451,2014-08-21,2018-08-11,82615,0,DA,0
1086,1,2238,2012-08-08,2018-09-24,82616,0,EN,0
2332,0,497,2017-06-02,2018-10-12,82617,0,EN,0
1825,0,1024,2015-12-22,2018-10-11,82618,0,EN,0
45022,1,1869,2013-08-26,2018-10-08,82619,0,EN,1
393,1,418,2017-06-12,2018-08-04,82620,0,EN,0
2776,1,2582,2011-09-17,2018-10-12,82621,0,EN,0
1365,0,2435,2012-01-14,2018-09-14,82622,0,EN,0
10503,1,867,2016-05-23,2018-10-07,82623,0,EN,1
595,1,2387,2012-01-22,2018-08-05,82624,0,EN,0
395931,1,996,2016-01-20,2018-10-12,82625,0,RU,0
15013,1,1006,2016-01-10,2018-10-12,82626,0,EN,1
4972,0,985,2016-01-31,2018-10-12,82627,0,RU,0
5059,1,2434,2012-02-05,2018-10-05,82628,0,EN,1
2883,0,719,2016-10-18,2018-10-07,82629,0,RU,0
7719,0,1107,2015-09-30,2018-10-11,82630,0,EN,1
23167,1,2463,2012-01-14,2018-10-12,82631,0,EN,1
7657,0,720,2016-10-18,2018-10-08,82632,0,ES,1
2190,0,1008,2016-01-07,2018-10-11,82633,0,EN,0
1811,1,1885,2013-08-14,2018-10-12,82634,0,EN,0
5054,1,1521,2014-08-02,2018-10-01,82635,0,PT,1
3537,0,2537,2011-11-01,2018-10-12,82636,0,EN,1
19300,0,1217,2015-06-12,2018-10-11,82637,0,EN,1
1305,0,1877,2013-08-22,2018-10-12,82638,0,EN,0
258,0,1526,2014-06-14,2018-08-18,82639,0,EN,0
11380,1,1794,2013-11-12,2018-10-11,82640,0,EN,0
295,0,904,2016-04-06,2018-09-27,82641,0,EN,0
3976,0,1675,2014-03-12,2018-10-12,82642,0,EN,0
3270,1,924,2016-03-15,2018-09-25,82643,0,EN,1
2539,1,1230,2015-05-30,2018-10-11,82644,0,EN,1
4064,1,1760,2013-12-17,2018-10-12,82645,0,EN,1
3055,0,1058,2015-11-13,2018-10-06,82646,0,FR,0
10034,0,1256,2015-05-03,2018-10-10,82647,0,RU,1
88498,0,216,2018-03-10,2018-10-12,82648,0,JA,0
401,0,903,2016-04-19,2018-10-09,82649,0,EN,0
5845,1,411,2017-08-27,2018-10-12,82650,0,EN,1
89419,0,1305,2015-03-17,2018-10-12,82651,0,FR,1
32304,0,1620,2014-05-06,2018-10-12,82652,0,EN,1
38540,1,1333,2015-02-17,2018-10-12,82653,0,DE,1
222299,1,844,2016-06-20,2018-10-12,82654,0,FR,0
820,0,710,2016-10-31,2018-10-11,82655,0,EN,0
1778304,0,1182,2015-07-18,2018-10-12,82656,0,ZH,0
238146,1,2663,2011-06-28,2018-10-12,82657,0,EN,0
11155,0,2277,2012-07-02,2018-09-26,82658,0,ZH,0
39113,1,1229,2015-06-01,2018-10-12,82659,0,DE,1
6602,1,2002,2013-04-18,2018-10-11,82660,0,EN,1
3304,0,3639,2008-09-22,2018-09-09,82661,0,EN,0
10119,1,1375,2015-01-05,2018-10-11,82662,0,EN,1
16483,1,2302,2012-06-19,2018-10-08,82663,0,EN,1
706,0,976,2016-01-12,2018-09-14,82664,0,ES,0
6811,0,1393,2014-12-19,2018-10-12,82665,0,EN,1
1347,1,1435,2014-11-03,2018-10-08,82666,0,EN,0
5364,1,2722,2011-04-30,2018-10-12,82667,0,EN,1
348,0,1535,2014-07-28,2018-10-10,82668,0,EN,0
4329,1,1070,2015-11-07,2018-10-12,82669,0,EN,1
195772,0,2087,2013-01-23,2018-10-11,82670,0,EN,0
2290,1,1570,2014-06-23,2018-10-10,82671,0,EN,1
47719,1,1691,2014-02-21,2018-10-09,82672,0,EN,1
4725,0,547,2017-04-09,2018-10-08,82673,0,SV,1
8260,1,653,2016-12-28,2018-10-12,82674,0,DE,1
8961,1,460,2017-07-09,2018-10-12,82675,0,DE,1
7134,0,943,2016-01-15,2018-08-15,82676,0,EN,0
303,1,1861,2013-08-14,2018-09-18,82677,0,EN,0
17396,1,2991,2010-07-31,2018-10-08,82678,0,EN,1
9262,1,1948,2013-06-10,2018-10-10,82679,0,EN,1
9366137,0,2569,2011-09-30,2018-10-12,82680,0,EN,0
42907,0,1868,2013-08-15,2018-09-26,82681,0,HU,0
35649,1,1851,2013-09-16,2018-10-11,82682,0,EN,0
4411,0,2538,2011-10-14,2018-09-25,82683,0,EN,0
21428,1,1176,2015-07-24,2018-10-12,82684,0,IT,1
58719,1,2242,2012-08-21,2018-10-11,82685,0,EN,0
321069,0,2349,2012-05-07,2018-10-12,82686,0,EN,0
2086,1,2175,2012-10-28,2018-10-12,82687,0,EN,0
67273,1,976,2016-02-09,2018-10-12,82688,0,EN,1
68416,1,1706,2014-02-09,2018-10-12,82689,0,EN,0
334,1,537,2017-04-17,2018-10-06,82690,0,EN,0
6479,0,559,2017-04-01,2018-10-12,82691,0,KO,0
3800824,0,2585,2011-09-14,2018-10-12,82692,0,ZH,0
13213,1,958,2016-02-27,2018-10-12,82693,0,EN,1
704839,0,2805,2011-02-06,2018-10-12,82694,0,EN,0
2652,0,3226,2009-12-11,2018-10-11,82695,0,EN,0
16382,1,1654,2014-02-19,2018-08-31,82696,0,EN,0
1575,0,995,2015-12-18,2018-09-08,82697,0,EN,0
212,1,1920,2013-07-09,2018-10-11,82698,0,EN,0
46511,0,1217,2015-06-13,2018-10-12,82699,0,EN,1
111181,0,2252,2012-08-12,2018-10-12,82700,0,EN,1
2180,1,1605,2013-12-25,2018-05-18,82701,1,EN,0
5388,0,3083,2010-04-27,2018-10-05,82702,0,EN,0
7131,1,1133,2015-09-03,2018-10-10,82703,0,EN,1
51468,0,603,2017-02-16,2018-10-12,82704,0,FR,1
1562,1,2402,2012-03-01,2018-09-28,82705,0,EN,0
56802,1,1671,2014-02-26,2018-09-24,82706,0,EN,1
2519,0,1181,2015-07-19,2018-10-12,82707,0,EN,1
1453,1,2683,2011-06-08,2018-10-12,82708,0,EN,0
14835,0,1358,2015-01-22,2018-10-11,82709,0,EN,1
11268,0,2501,2011-12-05,2018-10-10,82710,0,EN,1
18950,0,808,2016-07-26,2018-10-12,82711,0,EN,1
11606,1,3430,2009-05-22,2018-10-12,82712,0,EN,1
6218,0,1914,2013-07-16,2018-10-12,82713,0,EN,1
48463,1,2532,2011-11-05,2018-10-11,82714,0,ZH,0
19448,1,736,2016-10-06,2018-10-12,82715,0,EN,1
21771,0,1140,2015-08-27,2018-10-10,82716,0,EN,1
4544,1,2956,2010-09-08,2018-10-12,82717,0,EN,1
1846,1,2061,2013-01-31,2018-09-23,82718,0,EN,1
41386,1,2812,2011-01-25,2018-10-07,82719,0,DE,0
5458,0,1725,2014-01-21,2018-10-12,82720,0,EN,0
2619,0,1705,2013-12-22,2018-08-23,82721,0,EN,1
531,1,206,2018-03-20,2018-10-12,82722,0,EN,0
252514,1,1895,2013-08-04,2018-10-12,82723,0,SV,0
2268,0,1739,2013-12-31,2018-10-05,82724,0,EN,1
1219,1,2062,2013-02-17,2018-10-11,82725,0,EN,0
283427,0,2698,2011-05-24,2018-10-12,82726,0,EN,0
2189,1,1387,2014-12-25,2018-10-12,82727,0,EN,1
1332,0,1753,2013-12-13,2018-10-01,82728,0,FR,0
1049,1,2015,2013-02-19,2018-08-27,82729,0,DA,0
903,1,1779,2013-11-23,2018-10-07,82730,0,EN,0
7059,0,1765,2013-12-07,2018-10-07,82731,0,RU,0
6717,0,756,2016-09-15,2018-10-11,82732,0,EN,0
5751,1,2168,2012-11-04,2018-10-12,82733,0,EN,1
2653,1,1336,2015-02-11,2018-10-09,82734,0,EN,1
3308,1,1930,2013-06-29,2018-10-11,82735,0,EN,1
1644,0,653,2016-12-26,2018-10-10,82736,0,NO,1
2454,1,2549,2011-10-04,2018-09-26,82737,0,EN,0
119981,0,2627,2011-07-27,2018-10-05,82738,0,EN,0
20417,1,1906,2013-06-04,2018-08-23,82739,0,EN,0
724,0,878,2016-05-17,2018-10-12,82740,0,EN,0
7134,0,769,2016-08-26,2018-10-04,82741,0,KO,1
10857,1,2194,2012-10-09,2018-10-12,82742,0,EN,1
2069,1,2150,2012-11-09,2018-09-29,82743,0,EN,0
40446,0,1364,2015-01-17,2018-10-12,82744,0,ES,1
27754,1,1737,2014-01-09,2018-10-12,82745,0,EN,1
16860,0,2066,2013-01-28,2018-09-25,82746,0,EN,0
3687,0,2270,2012-07-14,2018-10-01,82747,0,EN,1
1159,0,2204,2012-09-29,2018-10-12,82748,0,EN,1
4023,1,1141,2015-08-27,2018-10-11,82749,0,EN,1
772,1,291,2017-12-19,2018-10-06,82750,0,EN,0
1189,0,2284,2012-04-18,2018-07-20,82751,0,ZH,0
20953,1,981,2016-02-02,2018-10-10,82752,0,EN,1
271103,1,3253,2009-11-15,2018-10-12,82753,0,ZH,1
180,0,1037,2015-12-08,2018-10-10,82754,0,EN,0
5611,1,1830,2013-10-08,2018-10-12,82755,0,EN,1
1192,0,1142,2015-07-28,2018-09-12,82756,0,EN,1
866,0,2008,2013-04-13,2018-10-12,82757,0,EN,0
569542,0,419,2017-08-19,2018-10-12,82758,0,TH,0
1243,1,1233,2015-05-22,2018-10-06,82759,0,EN,0
1776,1,899,2016-04-26,2018-10-12,82760,0,FR,1
17619,1,704,2016-11-07,2018-10-12,82761,0,KO,1
773,1,2109,2012-12-13,2018-09-22,82762,0,EN,0
395,0,2417,2012-02-17,2018-09-30,82763,0,EN,0
1892,1,1275,2015-04-16,2018-10-12,82764,0,EN,0
3225,1,696,2016-11-14,2018-10-11,82765,0,EN,0
8995,1,469,2017-06-30,2018-10-12,82766,0,EN,1
324,1,1200,2015-06-28,2018-10-10,82767,0,EN,0
2558,0,839,2016-06-25,2018-10-12,82768,0,EN,0
9342,1,778,2016-08-25,2018-10-12,82769,0,EN,1
3320,1,1699,2014-02-15,2018-10-11,82770,0,EN,1
504,0,1159,2015-07-12,2018-09-13,82771,0,DE,0
1128,1,2123,2012-12-06,2018-09-29,82772,0,EN,0
1003,0,2347,2012-05-09,2018-10-12,82773,0,IT,0
32413,0,1778,2013-11-29,2018-10-12,82774,0,FR,0
3932,1,1908,2013-07-22,2018-10-12,82775,0,EN,1
3513,1,648,2017-01-02,2018-10-12,82776,0,EN,1
2504,0,600,2017-02-19,2018-10-12,82777,0,ES,1
10752,0,1658,2014-03-27,2018-10-10,82778,0,RU,1
6901,0,1298,2015-03-24,2018-10-12,82779,0,IT,1
208710,0,795,2016-08-08,2018-10-12,82780,0,TH,0
5638,0,2341,2012-05-15,2018-10-12,82781,0,FR,1
3057,0,1494,2014-08-25,2018-09-27,82782,0,EN,0
34640,0,909,2016-04-16,2018-10-12,82783,0,ZH,1
13660,1,1687,2014-02-28,2018-10-12,82784,0,EN,1
13771,1,1076,2015-11-01,2018-10-12,82785,0,FR,1
1619,0,827,2016-07-07,2018-10-12,82786,0,EN,1
14051,0,2493,2011-12-14,2018-10-11,82787,0,EN,0
911,0,195,2018-03-22,2018-10-03,82788,0,DE,0
1046,0,1473,2014-09-20,2018-10-02,82789,0,FR,1
35082,1,757,2016-09-15,2018-10-12,82790,0,EN,1
7358,0,1404,2014-12-02,2018-10-06,82791,0,EN,0
681,0,1689,2013-07-14,2018-02-27,82792,1,EN,0
7333,0,850,2016-06-13,2018-10-11,82793,0,TR,0
8196,1,993,2016-01-23,2018-10-12,82794,0,EN,1
897,1,1252,2015-05-04,2018-10-07,82795,0,EN,0
15358,1,1648,2014-04-07,2018-10-11,82796,0,EN,1
3842,0,2795,2011-02-16,2018-10-12,82797,0,EN,1
1208,0,1115,2015-07-15,2018-08-03,82798,0,FR,0
12125,1,1982,2013-05-08,2018-10-11,82799,0,EN,1
387805,1,1496,2014-09-07,2018-10-12,82800,0,EN,0
1323,1,2048,2013-01-28,2018-09-07,82801,0,EN,0
24346,1,1013,2016-01-02,2018-10-11,82802,0,EN,1
622,0,306,2017-12-03,2018-10-05,82803,0,EN,0
1176,0,1439,2014-04-07,2018-03-16,82804,1,OTHER,0
863,1,1750,2013-12-07,2018-09-22,82805,0,EN,0
44923,0,2448,2012-01-29,2018-10-12,82806,0,EN,1
76203,1,1619,2014-05-06,2018-10-11,82807,0,FR,1
4344,0,1245,2015-05-16,2018-10-12,82808,0,EN,1
10411,1,1303,2015-03-19,2018-10-12,82809,0,EN,1
3132,0,1173,2015-07-26,2018-10-11,82810,0,EN,1
1438,0,402,2017-08-25,2018-10-01,82811,0,EN,0
1587,0,1794,2013-11-05,2018-10-04,82812,0,EN,1
360,1,1109,2015-09-29,2018-10-12,82813,0,EN,0
3985,1,2018,2013-04-03,2018-10-12,82814,0,EN,1
11175,1,1316,2015-03-05,2018-10-11,82815,0,EN,1
3721,0,1421,2014-11-21,2018-10-12,82816,0,RU,1
1240,1,1235,2015-03-04,2018-07-21,82817,0,EN,0
10773,0,651,2016-12-30,2018-10-12,82818,0,RU,1
239588,0,2197,2012-09-23,2018-09-29,82819,0,EN,0
6197,0,896,2016-04-29,2018-10-12,82820,0,EN,1
9550,0,2217,2012-09-08,2018-10-04,82821,0,FR,0
4635,1,1882,2013-08-17,2018-10-12,82822,0,EN,0
352281,0,1654,2014-04-01,2018-10-11,82823,0,CS,1
10517,0,1266,2015-04-25,2018-10-12,82824,0,PT,1
697,0,1657,2014-02-28,2018-09-12,82825,0,EN,0
878,0,1415,2014-11-25,2018-10-10,82826,0,EN,1
4612,0,385,2017-09-18,2018-10-08,82827,0,ES,1
4049,0,1302,2015-03-18,2018-10-10,82828,0,RU,1
3158,0,1804,2013-10-31,2018-10-09,82829,0,RU,0
6820,1,962,2016-02-23,2018-10-12,82830,0,RU,1
5140,1,1620,2014-05-02,2018-10-08,82831,0,DE,1
11418,0,1480,2014-09-04,2018-09-23,82832,0,EN,0
870220,0,2436,2012-02-09,2018-10-11,82833,0,EN,0
133,1,1317,2015-01-21,2018-08-30,82834,0,EN,0
14904,1,3939,2007-12-30,2018-10-12,82835,0,EN,1
23,0,986,2016-01-30,2018-10-12,82836,0,EN,0
7704,1,2097,2013-01-12,2018-10-10,82837,0,EN,1
507430,1,1374,2015-01-07,2018-10-12,82838,0,EN,1
45031,1,2665,2011-06-21,2018-10-07,82839,0,EN,0
2083,0,1624,2014-05-02,2018-10-12,82840,0,EN,1
587,0,1147,2015-08-21,2018-10-11,82841,0,EN,0
59167,0,2891,2010-11-12,2018-10-12,82842,0,EN,0
5486,1,1521,2014-07-25,2018-09-23,82843,0,EN,1
894587,1,2640,2011-07-21,2018-10-12,82844,0,EN,0
1653,1,2008,2013-04-06,2018-10-05,82845,0,EN,0
253,0,1676,2014-03-11,2018-10-12,82846,0,EN,0
1049,1,1643,2014-03-19,2018-09-17,82847,0,EN,1
2176,1,791,2016-08-12,2018-10-12,82848,0,EN,1
2048,0,2076,2013-01-19,2018-09-26,82849,0,EN,0
23,0,634,2017-01-03,2018-09-29,82850,0,EN,0
19150,0,789,2016-08-10,2018-10-08,82851,0,EN,1
1605,1,1789,2013-11-18,2018-10-12,82852,0,EN,0
1664,0,1184,2015-07-16,2018-10-12,82853,0,PT,1
828,1,2313,2012-05-27,2018-09-26,82854,0,TR,0
12220,0,1734,2014-01-12,2018-10-12,82855,0,EN,1
291491,0,821,2016-07-13,2018-10-12,82856,0,RU,0
1243,1,2029,2012-12-13,2018-07-04,82857,1,EN,0
2904,1,1522,2014-08-08,2018-10-08,82858,0,EN,0
3500,1,4055,2007-09-04,2018-10-11,82859,0,EN,1
15616,1,2247,2012-08-11,2018-10-06,82860,0,EN,0
14883031,0,3171,2010-02-05,2018-10-12,82861,0,EN,0
628,0,708,2013-01-29,2015-01-07,82862,1,OTHER,0
36381,1,1213,2015-06-17,2018-10-12,82863,0,EN,1
7951,0,1306,2015-03-14,2018-10-10,82864,0,FR,1
28651,0,1764,2013-12-13,2018-10-12,82865,0,EN,1
1362,1,383,2017-09-19,2018-10-07,82866,0,EN,1
35510,0,261,2018-01-24,2018-10-12,82867,0,EN,1
31489,1,1794,2013-10-26,2018-09-24,82868,0,EN,1
16230,0,2224,2012-09-09,2018-10-12,82869,0,EN,0
1440,0,2014,2013-03-16,2018-09-20,82870,0,DE,0
507,0,506,2017-04-09,2018-08-28,82871,0,KO,0
3305,1,1893,2013-08-06,2018-10-12,82872,0,EN,0
5666,0,1179,2015-07-21,2018-10-12,82873,0,SV,1
2756,0,1780,2013-11-26,2018-10-11,82874,0,EN,0
6681,1,1900,2013-07-30,2018-10-12,82875,0,FR,1
435309,0,3417,2009-03-27,2018-08-04,82876,0,EN,0
47923,0,1832,2013-10-06,2018-10-12,82877,0,ZH,1
60909,1,1302,2015-03-20,2018-10-12,82878,0,EN,1
1540,0,2569,2011-09-24,2018-10-06,82879,0,EN,0
4588,0,1084,2015-10-09,2018-09-27,82880,0,PT,0
2532,1,1931,2013-06-26,2018-10-09,82881,0,EN,0
7206,0,2538,2011-10-26,2018-10-07,82882,0,DE,0
826,0,1810,2013-09-22,2018-09-06,82883,0,NL,0
1057,0,1454,2014-10-16,2018-10-09,82884,0,EN,0
3098,0,891,2016-05-04,2018-10-12,82885,0,ES,1
967,0,1396,2014-12-12,2018-10-08,82886,0,EN,0
7508,1,608,2017-02-06,2018-10-07,82887,0,EN,1
1674,1,1250,2015-05-08,2018-10-09,82888,0,EN,1
14576,1,1142,2015-08-27,2018-10-12,82889,0,DE,1
5712,0,2502,2011-11-26,2018-10-02,82890,0,ZH,0
9772,0,2031,2013-03-19,2018-10-10,82891,0,EN,0
540,1,2642,2011-07-15,2018-10-08,82892,0,EN,0
4130,1,2326,2012-05-30,2018-10-12,82893,0,DE,1
