i,j,x
1730,1415,TRUE
147,1416,TRUE
2473,1417,TRUE
146,1418,TRUE
1372,1419,TRUE
1434,1419,TRUE
1443,1419,TRUE
1518,1419,TRUE
226,1420,TRUE
1290,1420,TRUE
1927,1420,TRUE
2706,1420,TRUE
2730,1420,TRUE
1387,1421,TRUE
1909,1421,TRUE
1396,1422,TRUE
2071,1422,TRUE
2025,1424,TRUE
1613,1426,TRUE
2613,1426,TRUE
709,1428,TRUE
693,1429,TRUE
793,1429,TRUE
971,1429,TRUE
1303,1429,TRUE
1343,1429,TRUE
1355,1429,TRUE
1361,1429,TRUE
1524,1429,TRUE
2164,1429,TRUE
2236,1429,TRUE
2737,1429,TRUE
2741,1429,TRUE
3093,1429,TRUE
3138,1429,TRUE
158,1430,TRUE
580,1430,TRUE
1725,1430,TRUE
3656,1430,TRUE
1925,1431,TRUE
29,1433,TRUE
1807,1433,TRUE
2317,1433,TRUE
2402,1433,TRUE
1419,1434,TRUE
2382,1435,TRUE
3177,1436,TRUE
111,1438,TRUE
124,1438,TRUE
146,1438,TRUE
154,1438,TRUE
155,1438,TRUE
159,1438,TRUE
250,1438,TRUE
551,1438,TRUE
975,1438,TRUE
976,1438,TRUE
1016,1438,TRUE
1363,1438,TRUE
1873,1438,TRUE
1882,1438,TRUE
2324,1438,TRUE
2373,1438,TRUE
2377,1438,TRUE
2680,1438,TRUE
2687,1438,TRUE
2688,1438,TRUE
2699,1438,TRUE
2345,1440,TRUE
179,1442,TRUE
194,1442,TRUE
856,1442,TRUE
1337,1442,TRUE
1360,1442,TRUE
1742,1442,TRUE
1987,1442,TRUE
2024,1442,TRUE
2032,1442,TRUE
2036,1442,TRUE
2072,1442,TRUE
2236,1442,TRUE
2533,1442,TRUE
1378,1443,TRUE
1419,1443,TRUE
3226,1443,TRUE
2769,1444,TRUE
2978,1447,TRUE
2016,1448,TRUE
3707,1448,TRUE
1918,1449,TRUE
1945,1449,TRUE
1014,1450,TRUE
1361,1450,TRUE
1451,1450,TRUE
2004,1450,TRUE
2106,1450,TRUE
2164,1450,TRUE
2178,1450,TRUE
2820,1450,TRUE
2935,1450,TRUE
3085,1450,TRUE
1014,1451,TRUE
1365,1451,TRUE
1450,1451,TRUE
2014,1451,TRUE
2164,1451,TRUE
2231,1451,TRUE
2770,1451,TRUE
244,1452,TRUE
880,1452,TRUE
1478,1452,TRUE
2300,1452,TRUE
693,1453,TRUE
2929,1453,TRUE
250,1455,TRUE
1344,1455,TRUE
2680,1455,TRUE
2708,1455,TRUE
2714,1455,TRUE
399,1456,TRUE
253,1457,TRUE
1397,1457,TRUE
1833,1457,TRUE
2389,1457,TRUE
561,1458,TRUE
1399,1459,TRUE
2131,1459,TRUE
2295,1460,TRUE
1462,1461,TRUE
2584,1461,TRUE
1461,1462,TRUE
2584,1462,TRUE
1473,1463,TRUE
1474,1463,TRUE
1750,1463,TRUE
3736,1463,TRUE
3737,1463,TRUE
3738,1463,TRUE
36,1464,TRUE
2439,1464,TRUE
159,1466,TRUE
3605,1468,TRUE
432,1469,TRUE
2425,1469,TRUE
2439,1469,TRUE
2803,1469,TRUE
3854,1469,TRUE
1987,1471,TRUE
51,1472,TRUE
205,1472,TRUE
1463,1473,TRUE
1474,1473,TRUE
1463,1474,TRUE
1473,1474,TRUE
1483,1475,TRUE
1014,1476,TRUE
1477,1476,TRUE
1777,1476,TRUE
1778,1476,TRUE
1787,1476,TRUE
1834,1476,TRUE
1947,1476,TRUE
1948,1476,TRUE
2049,1476,TRUE
2065,1476,TRUE
2068,1476,TRUE
2069,1476,TRUE
2098,1476,TRUE
2281,1476,TRUE
2934,1476,TRUE
3504,1476,TRUE
1476,1477,TRUE
1777,1477,TRUE
1778,1477,TRUE
1787,1477,TRUE
1834,1477,TRUE
2068,1477,TRUE
2098,1477,TRUE
2934,1477,TRUE
245,1478,TRUE
581,1478,TRUE
1089,1478,TRUE
1452,1478,TRUE
1534,1478,TRUE
1561,1478,TRUE
2401,1478,TRUE
2409,1478,TRUE
156,1480,TRUE
1329,1480,TRUE
1342,1480,TRUE
2008,1480,TRUE
2276,1480,TRUE
2314,1480,TRUE
2411,1480,TRUE
2456,1480,TRUE
2630,1480,TRUE
1483,1481,TRUE
2819,1481,TRUE
1475,1483,TRUE
1481,1483,TRUE
1976,1483,TRUE
2301,1483,TRUE
2455,1483,TRUE
2650,1483,TRUE
2728,1483,TRUE
1553,1485,TRUE
1715,1486,TRUE
1801,1486,TRUE
2845,1486,TRUE
3132,1486,TRUE
3170,1486,TRUE
2469,1488,TRUE
2470,1488,TRUE
1490,1489,TRUE
2030,1489,TRUE
2158,1489,TRUE
2214,1489,TRUE
2587,1489,TRUE
2936,1489,TRUE
3219,1489,TRUE
1489,1490,TRUE
2214,1490,TRUE
434,1491,TRUE
50,1492,TRUE
56,1492,TRUE
2682,1492,TRUE
2838,1492,TRUE
1971,1493,TRUE
21,1494,TRUE
65,1494,TRUE
100,1494,TRUE
124,1494,TRUE
162,1494,TRUE
165,1494,TRUE
622,1494,TRUE
1138,1494,TRUE
1258,1494,TRUE
1496,1494,TRUE
1499,1494,TRUE
1723,1494,TRUE
1750,1494,TRUE
1773,1494,TRUE
1776,1494,TRUE
1837,1494,TRUE
1994,1494,TRUE
2897,1494,TRUE
3780,1494,TRUE
3782,1494,TRUE
3803,1494,TRUE
3839,1494,TRUE
1373,1495,TRUE
1975,1495,TRUE
1985,1495,TRUE
1986,1495,TRUE
2817,1495,TRUE
1494,1496,TRUE
3839,1496,TRUE
173,1498,TRUE
215,1499,TRUE
1494,1499,TRUE
2306,1499,TRUE
2350,1499,TRUE
2679,1499,TRUE
3137,1499,TRUE
1556,1500,TRUE
1819,1502,TRUE
1016,1503,TRUE
1505,1504,TRUE
1504,1505,TRUE
2396,1505,TRUE
2559,1505,TRUE
1184,1507,TRUE
2811,1508,TRUE
198,1509,TRUE
1069,1509,TRUE
1122,1509,TRUE
2460,1509,TRUE
3886,1509,TRUE
230,1510,TRUE
438,1510,TRUE
551,1510,TRUE
2455,1510,TRUE
2765,1510,TRUE
71,1511,TRUE
1016,1511,TRUE
1016,1512,TRUE
1363,1512,TRUE
1298,1513,TRUE
2697,1513,TRUE
151,1514,TRUE
3612,1515,TRUE
2087,1516,TRUE
1372,1518,TRUE
1419,1518,TRUE
464,1521,TRUE
41,1524,TRUE
49,1524,TRUE
102,1524,TRUE
194,1524,TRUE
971,1524,TRUE
1399,1524,TRUE
1429,1524,TRUE
1835,1524,TRUE
1957,1524,TRUE
2003,1524,TRUE
2234,1524,TRUE
2236,1524,TRUE
2241,1524,TRUE
2246,1524,TRUE
2259,1524,TRUE
2264,1524,TRUE
2527,1524,TRUE
2573,1524,TRUE
2731,1524,TRUE
2747,1524,TRUE
2944,1524,TRUE
3050,1524,TRUE
3160,1524,TRUE
3238,1524,TRUE
4019,1524,TRUE
1768,1526,TRUE
1769,1526,TRUE
3335,1527,TRUE
2675,1528,TRUE
880,1530,TRUE
2315,1530,TRUE
2393,1530,TRUE
2740,1533,TRUE
1089,1534,TRUE
1478,1534,TRUE
1561,1534,TRUE
3869,1534,TRUE
401,1535,TRUE
65,1536,TRUE
1244,1536,TRUE
1742,1536,TRUE
1750,1536,TRUE
1804,1536,TRUE
2272,1536,TRUE
2294,1536,TRUE
2299,1536,TRUE
2437,1536,TRUE
2445,1536,TRUE
3691,1536,TRUE
3815,1536,TRUE
148,1537,TRUE
2338,1537,TRUE
3459,1537,TRUE
30,1538,TRUE
643,1539,TRUE
995,1539,TRUE
2129,1540,TRUE
1925,1541,TRUE
433,1542,TRUE
2227,1542,TRUE
2180,1543,TRUE
2911,1543,TRUE
711,1544,TRUE
1934,1546,TRUE
3651,1546,TRUE
1790,1547,TRUE
1554,1548,TRUE
1558,1548,TRUE
1600,1548,TRUE
2640,1548,TRUE
2014,1549,TRUE
1364,1552,TRUE
2185,1552,TRUE
1485,1553,TRUE
1548,1554,TRUE
1557,1554,TRUE
1558,1554,TRUE
1290,1555,TRUE
1500,1556,TRUE
1597,1556,TRUE
1554,1557,TRUE
1548,1558,TRUE
1554,1558,TRUE
479,1560,TRUE
17,1561,TRUE
113,1561,TRUE
138,1561,TRUE
150,1561,TRUE
157,1561,TRUE
198,1561,TRUE
228,1561,TRUE
233,1561,TRUE
262,1561,TRUE
325,1561,TRUE
488,1561,TRUE
1015,1561,TRUE
1069,1561,TRUE
1089,1561,TRUE
1363,1561,TRUE
1478,1561,TRUE
1534,1561,TRUE
1588,1561,TRUE
1612,1561,TRUE
1666,1561,TRUE
1673,1561,TRUE
1674,1561,TRUE
1677,1561,TRUE
1810,1561,TRUE
1817,1561,TRUE
1818,1561,TRUE
1831,1561,TRUE
2237,1561,TRUE
2831,1561,TRUE
2882,1561,TRUE
2962,1561,TRUE
3357,1561,TRUE
3361,1561,TRUE
3835,1561,TRUE
282,1562,TRUE
1749,1562,TRUE
1565,1563,TRUE
2442,1564,TRUE
1563,1565,TRUE
1581,1565,TRUE
1804,1568,TRUE
2642,1568,TRUE
2884,1568,TRUE
2893,1568,TRUE
64,1571,TRUE
3280,1571,TRUE
64,1572,TRUE
169,1572,TRUE
1574,1572,TRUE
1577,1572,TRUE
325,1573,TRUE
169,1574,TRUE
1572,1574,TRUE
1575,1574,TRUE
1577,1574,TRUE
169,1575,TRUE
1574,1575,TRUE
3838,1575,TRUE
1572,1577,TRUE
1574,1577,TRUE
831,1578,TRUE
160,1579,TRUE
2806,1580,TRUE
1565,1581,TRUE
1174,1587,TRUE
1682,1587,TRUE
2763,1587,TRUE
3302,1587,TRUE
3619,1587,TRUE
3746,1587,TRUE
3748,1587,TRUE
1561,1588,TRUE
1677,1588,TRUE
3881,1589,TRUE
1597,1596,TRUE
1556,1597,TRUE
1596,1597,TRUE
1548,1600,TRUE
2587,1600,TRUE
3180,1600,TRUE
91,1602,TRUE
505,1603,TRUE
278,1604,TRUE
287,1604,TRUE
854,1607,TRUE
821,1608,TRUE
1561,1612,TRUE
2005,1612,TRUE
2006,1612,TRUE
1426,1613,TRUE
2613,1613,TRUE
2627,1615,TRUE
1157,1616,TRUE
2192,1616,TRUE
1157,1618,TRUE
1847,1619,TRUE
800,1620,TRUE
1364,1621,TRUE
1397,1621,TRUE
2422,1621,TRUE
2636,1621,TRUE
3961,1621,TRUE
258,1626,TRUE
67,1628,TRUE
2609,1628,TRUE
1633,1630,TRUE
2299,1630,TRUE
3218,1631,TRUE
1630,1633,TRUE
2299,1633,TRUE
2805,1634,TRUE
1224,1635,TRUE
1648,1635,TRUE
1845,1637,TRUE
2430,1637,TRUE
3047,1637,TRUE
3189,1639,TRUE
431,1640,TRUE
1204,1641,TRUE
2022,1641,TRUE
2401,1641,TRUE
3354,1641,TRUE
1405,1646,TRUE
1224,1648,TRUE
1635,1648,TRUE
125,1650,TRUE
2586,1651,TRUE
48,1655,TRUE
194,1656,TRUE
793,1656,TRUE
2123,1656,TRUE
334,1657,TRUE
460,1658,TRUE
325,1661,TRUE
1016,1661,TRUE
1210,1661,TRUE
1823,1661,TRUE
2477,1661,TRUE
2611,1661,TRUE
3153,1661,TRUE
3203,1661,TRUE
411,1663,TRUE
1033,1664,TRUE
995,1665,TRUE
1561,1666,TRUE
1225,1667,TRUE
1867,1669,TRUE
3792,1669,TRUE
415,1671,TRUE
1683,1671,TRUE
2438,1671,TRUE
3486,1671,TRUE
3717,1671,TRUE
1016,1672,TRUE
17,1673,TRUE
71,1673,TRUE
150,1673,TRUE
157,1673,TRUE
233,1673,TRUE
325,1673,TRUE
975,1673,TRUE
976,1673,TRUE
1047,1673,TRUE
1561,1673,TRUE
1674,1673,TRUE
1817,1673,TRUE
1818,1673,TRUE
3100,1673,TRUE
17,1674,TRUE
197,1674,TRUE
198,1674,TRUE
233,1674,TRUE
325,1674,TRUE
1069,1674,TRUE
1561,1674,TRUE
1673,1674,TRUE
1817,1674,TRUE
1818,1674,TRUE
3100,1674,TRUE
1232,1675,TRUE
3106,1675,TRUE
113,1677,TRUE
1561,1677,TRUE
1588,1677,TRUE
3087,1678,TRUE
1226,1680,TRUE
2271,1681,TRUE
1202,1682,TRUE
1587,1682,TRUE
3748,1682,TRUE
1671,1683,TRUE
3486,1683,TRUE
3717,1683,TRUE
2595,1686,TRUE
1916,1688,TRUE
2746,1689,TRUE
1148,1690,TRUE
2049,1695,TRUE
2096,1695,TRUE
1255,1696,TRUE
132,1698,TRUE
2297,1698,TRUE
278,1700,TRUE
2093,1701,TRUE
2094,1701,TRUE
2457,1701,TRUE
428,1706,TRUE
3256,1706,TRUE
600,1708,TRUE
1032,1708,TRUE
33,1709,TRUE
423,1709,TRUE
1710,1709,TRUE
3563,1709,TRUE
33,1710,TRUE
423,1710,TRUE
1709,1710,TRUE
2663,1710,TRUE
3563,1710,TRUE
2523,1711,TRUE
2558,1712,TRUE
1721,1713,TRUE
3330,1713,TRUE
971,1715,TRUE
1033,1715,TRUE
1486,1715,TRUE
1801,1715,TRUE
2553,1715,TRUE
2575,1715,TRUE
2646,1715,TRUE
1720,1716,TRUE
1880,1716,TRUE
1853,1718,TRUE
2598,1718,TRUE
3317,1718,TRUE
3516,1718,TRUE
3532,1718,TRUE
1716,1720,TRUE
1880,1720,TRUE
1713,1721,TRUE
3107,1721,TRUE
3284,1721,TRUE
1176,1722,TRUE
21,1723,TRUE
622,1723,TRUE
1494,1723,TRUE
3368,1723,TRUE
169,1724,TRUE
1386,1724,TRUE
580,1725,TRUE
1430,1725,TRUE
1360,1727,TRUE
1405,1729,TRUE
2003,1729,TRUE
2004,1729,TRUE
2005,1729,TRUE
3231,1729,TRUE
1055,1730,TRUE
1415,1730,TRUE
2093,1730,TRUE
2180,1730,TRUE
2189,1730,TRUE
2996,1730,TRUE
1741,1732,TRUE
756,1735,TRUE
831,1735,TRUE
2993,1735,TRUE
528,1737,TRUE
1129,1737,TRUE
1204,1737,TRUE
1804,1737,TRUE
2147,1737,TRUE
2221,1737,TRUE
2425,1737,TRUE
3295,1737,TRUE
1739,1738,TRUE
472,1739,TRUE
1738,1739,TRUE
2337,1739,TRUE
3725,1739,TRUE
3726,1739,TRUE
2881,1740,TRUE
1732,1741,TRUE
856,1742,TRUE
1110,1742,TRUE
1337,1742,TRUE
1442,1742,TRUE
1536,1742,TRUE
1744,1742,TRUE
2032,1742,TRUE
2272,1742,TRUE
2445,1742,TRUE
2645,1742,TRUE
2877,1742,TRUE
3860,1742,TRUE
1337,1744,TRUE
1742,1744,TRUE
2396,1744,TRUE
3856,1744,TRUE
168,1746,TRUE
282,1749,TRUE
1562,1749,TRUE
1258,1750,TRUE
1463,1750,TRUE
1494,1750,TRUE
1536,1750,TRUE
1804,1750,TRUE
2504,1750,TRUE
3691,1750,TRUE
535,1751,TRUE
1126,1751,TRUE
3636,1751,TRUE
3771,1751,TRUE
415,1753,TRUE
3777,1753,TRUE
881,1757,TRUE
699,1758,TRUE
2722,1763,TRUE
256,1764,TRUE
3077,1766,TRUE
3078,1766,TRUE
2690,1767,TRUE
1526,1768,TRUE
1769,1768,TRUE
1526,1769,TRUE
1768,1769,TRUE
2067,1770,TRUE
1361,1771,TRUE
3358,1771,TRUE
154,1772,TRUE
706,1772,TRUE
1364,1772,TRUE
100,1773,TRUE
1494,1773,TRUE
1837,1773,TRUE
394,1774,TRUE
3278,1774,TRUE
3626,1775,TRUE
1494,1776,TRUE
1994,1776,TRUE
1476,1777,TRUE
1477,1777,TRUE
1778,1777,TRUE
1787,1777,TRUE
2098,1777,TRUE
2934,1777,TRUE
1476,1778,TRUE
1477,1778,TRUE
1777,1778,TRUE
2098,1778,TRUE
975,1779,TRUE
1782,1781,TRUE
1781,1782,TRUE
98,1783,TRUE
1877,1783,TRUE
2793,1783,TRUE
113,1784,TRUE
124,1784,TRUE
142,1784,TRUE
154,1784,TRUE
198,1784,TRUE
250,1784,TRUE
1016,1784,TRUE
1822,1784,TRUE
1823,1784,TRUE
2249,1784,TRUE
2429,1784,TRUE
3153,1784,TRUE
330,1786,TRUE
3473,1786,TRUE
3551,1786,TRUE
1476,1787,TRUE
1477,1787,TRUE
1777,1787,TRUE
2098,1787,TRUE
2934,1787,TRUE
3131,1789,TRUE
1547,1790,TRUE
1902,1791,TRUE
1144,1792,TRUE
133,1793,TRUE
415,1795,TRUE
2049,1797,TRUE
1800,1798,TRUE
2553,1798,TRUE
2983,1798,TRUE
1798,1800,TRUE
2983,1800,TRUE
93,1801,TRUE
1014,1801,TRUE
1486,1801,TRUE
1715,1801,TRUE
1844,1801,TRUE
1960,1801,TRUE
2230,1801,TRUE
2342,1801,TRUE
2755,1801,TRUE
3123,1801,TRUE
3132,1801,TRUE
3170,1801,TRUE
3474,1801,TRUE
971,1802,TRUE
1838,1802,TRUE
2133,1802,TRUE
2164,1802,TRUE
1804,1803,TRUE
2143,1803,TRUE
528,1804,TRUE
1204,1804,TRUE
1536,1804,TRUE
1568,1804,TRUE
1737,1804,TRUE
1750,1804,TRUE
1803,1804,TRUE
2143,1804,TRUE
2155,1804,TRUE
2156,1804,TRUE
2328,1804,TRUE
2413,1804,TRUE
2642,1804,TRUE
2884,1804,TRUE
2893,1804,TRUE
3658,1804,TRUE
551,1807,TRUE
1433,1807,TRUE
2288,1807,TRUE
161,1808,TRUE
3105,1808,TRUE
978,1809,TRUE
2310,1809,TRUE
1561,1810,TRUE
2831,1810,TRUE
1405,1814,TRUE
1815,1814,TRUE
2436,1814,TRUE
2852,1814,TRUE
1405,1815,TRUE
1814,1815,TRUE
2146,1815,TRUE
118,1816,TRUE
17,1817,TRUE
150,1817,TRUE
198,1817,TRUE
233,1817,TRUE
325,1817,TRUE
1010,1817,TRUE
1011,1817,TRUE
1069,1817,TRUE
1257,1817,TRUE
1561,1817,TRUE
1673,1817,TRUE
1674,1817,TRUE
1818,1817,TRUE
2134,1817,TRUE
2296,1817,TRUE
2297,1817,TRUE
2336,1817,TRUE
2415,1817,TRUE
2421,1817,TRUE
3100,1817,TRUE
17,1818,TRUE
233,1818,TRUE
1561,1818,TRUE
1673,1818,TRUE
1674,1818,TRUE
1817,1818,TRUE
1502,1819,TRUE
237,1820,TRUE
124,1822,TRUE
142,1822,TRUE
1016,1822,TRUE
1784,1822,TRUE
3153,1822,TRUE
124,1823,TRUE
142,1823,TRUE
250,1823,TRUE
1016,1823,TRUE
1661,1823,TRUE
1784,1823,TRUE
2477,1823,TRUE
3207,1823,TRUE
1873,1825,TRUE
3154,1825,TRUE
3207,1825,TRUE
158,1826,TRUE
199,1826,TRUE
208,1826,TRUE
551,1826,TRUE
2418,1826,TRUE
3061,1826,TRUE
3200,1826,TRUE
1990,1827,TRUE
2708,1827,TRUE
13,1830,TRUE
124,1830,TRUE
142,1830,TRUE
1561,1831,TRUE
2022,1832,TRUE
2433,1832,TRUE
2698,1832,TRUE
3354,1832,TRUE
188,1833,TRUE
993,1833,TRUE
1397,1833,TRUE
1457,1833,TRUE
2389,1833,TRUE
2431,1833,TRUE
1476,1834,TRUE
1477,1834,TRUE
2068,1834,TRUE
2069,1834,TRUE
2119,1834,TRUE
2376,1834,TRUE
1399,1835,TRUE
1524,1835,TRUE
2012,1835,TRUE
2236,1835,TRUE
46,1836,TRUE
1370,1836,TRUE
100,1837,TRUE
1494,1837,TRUE
1773,1837,TRUE
1838,1837,TRUE
2664,1837,TRUE
100,1838,TRUE
877,1838,TRUE
1802,1838,TRUE
1837,1838,TRUE
1958,1838,TRUE
2664,1838,TRUE
1344,1840,TRUE
1255,1843,TRUE
43,1844,TRUE
1014,1844,TRUE
1801,1844,TRUE
1936,1844,TRUE
2181,1844,TRUE
2236,1844,TRUE
3132,1844,TRUE
1637,1845,TRUE
3047,1845,TRUE
237,1846,TRUE
310,1846,TRUE
1180,1846,TRUE
1864,1846,TRUE
1865,1846,TRUE
1395,1847,TRUE
1619,1847,TRUE
1884,1847,TRUE
1926,1847,TRUE
2018,1847,TRUE
2058,1847,TRUE
2125,1847,TRUE
1865,1849,TRUE
2256,1850,TRUE
1718,1853,TRUE
2598,1853,TRUE
212,1855,TRUE
2309,1855,TRUE
3468,1856,TRUE
993,1858,TRUE
1331,1858,TRUE
161,1859,TRUE
386,1859,TRUE
1364,1859,TRUE
1405,1859,TRUE
2145,1859,TRUE
2287,1859,TRUE
716,1860,TRUE
1402,1860,TRUE
2301,1860,TRUE
2574,1860,TRUE
2756,1860,TRUE
3123,1860,TRUE
3182,1860,TRUE
415,1861,TRUE
2355,1861,TRUE
2766,1862,TRUE
116,1863,TRUE
237,1864,TRUE
310,1864,TRUE
1846,1864,TRUE
237,1865,TRUE
310,1865,TRUE
693,1865,TRUE
1846,1865,TRUE
1849,1865,TRUE
2164,1865,TRUE
1669,1867,TRUE
3792,1867,TRUE
325,1870,TRUE
330,1870,TRUE
1125,1870,TRUE
3875,1870,TRUE
1360,1872,TRUE
551,1873,TRUE
1438,1873,TRUE
1825,1873,TRUE
2245,1873,TRUE
2454,1873,TRUE
3154,1873,TRUE
470,1874,TRUE
991,1874,TRUE
991,1875,TRUE
1783,1877,TRUE
162,1878,TRUE
2556,1878,TRUE
48,1879,TRUE
2408,1879,TRUE
1716,1880,TRUE
1720,1880,TRUE
14,1882,TRUE
154,1882,TRUE
1438,1882,TRUE
2418,1882,TRUE
2687,1882,TRUE
2911,1882,TRUE
3283,1882,TRUE
1043,1884,TRUE
1342,1884,TRUE
1847,1884,TRUE
2324,1884,TRUE
2496,1884,TRUE
2692,1884,TRUE
2729,1884,TRUE
2311,1885,TRUE
2923,1885,TRUE
2301,1886,TRUE
3055,1887,TRUE
3355,1888,TRUE
43,1889,TRUE
648,1889,TRUE
896,1889,TRUE
1897,1891,TRUE
3549,1892,TRUE
1160,1893,TRUE
2117,1896,TRUE
1891,1897,TRUE
1043,1898,TRUE
1044,1898,TRUE
1121,1898,TRUE
831,1901,TRUE
1364,1901,TRUE
2400,1901,TRUE
195,1902,TRUE
1016,1902,TRUE
1210,1902,TRUE
1791,1902,TRUE
3153,1902,TRUE
1016,1903,TRUE
2213,1905,TRUE
61,1906,TRUE
528,1906,TRUE
1910,1906,TRUE
2203,1906,TRUE
2028,1907,TRUE
1401,1908,TRUE
1324,1909,TRUE
1387,1909,TRUE
1421,1909,TRUE
61,1910,TRUE
528,1910,TRUE
1906,1910,TRUE
2203,1910,TRUE
2026,1912,TRUE
2587,1912,TRUE
1210,1913,TRUE
259,1915,TRUE
1688,1916,TRUE
3794,1916,TRUE
1332,1918,TRUE
1405,1918,TRUE
1449,1918,TRUE
1919,1918,TRUE
1922,1918,TRUE
1925,1918,TRUE
1931,1918,TRUE
1932,1918,TRUE
1935,1918,TRUE
1943,1918,TRUE
1945,1918,TRUE
1952,1918,TRUE
1337,1919,TRUE
1918,1919,TRUE
1922,1919,TRUE
1925,1919,TRUE
2174,1919,TRUE
481,1920,TRUE
1380,1920,TRUE
1923,1920,TRUE
1925,1920,TRUE
1337,1922,TRUE
1918,1922,TRUE
1919,1922,TRUE
2174,1922,TRUE
1920,1923,TRUE
1924,1923,TRUE
3173,1923,TRUE
3645,1923,TRUE
3969,1923,TRUE
793,1924,TRUE
1413,1924,TRUE
1923,1924,TRUE
1927,1924,TRUE
2026,1924,TRUE
2102,1924,TRUE
2239,1924,TRUE
2255,1924,TRUE
3645,1924,TRUE
202,1925,TRUE
1431,1925,TRUE
1541,1925,TRUE
1918,1925,TRUE
1919,1925,TRUE
1920,1925,TRUE
1927,1925,TRUE
1943,1925,TRUE
1944,1925,TRUE
2758,1925,TRUE
4004,1925,TRUE
1361,1926,TRUE
1847,1926,TRUE
2529,1926,TRUE
1366,1927,TRUE
1420,1927,TRUE
1924,1927,TRUE
1925,1927,TRUE
1933,1928,TRUE
1938,1929,TRUE
1951,1929,TRUE
1408,1930,TRUE
1918,1931,TRUE
1932,1931,TRUE
1918,1932,TRUE
1931,1932,TRUE
793,1933,TRUE
1014,1933,TRUE
1358,1933,TRUE
1928,1933,TRUE
2265,1933,TRUE
2949,1933,TRUE
1546,1934,TRUE
2110,1934,TRUE
2532,1934,TRUE
2639,1934,TRUE
1918,1935,TRUE
89,1936,TRUE
1844,1936,TRUE
2181,1936,TRUE
4006,1936,TRUE
1929,1938,TRUE
1332,1940,TRUE
2669,1940,TRUE
2840,1940,TRUE
1311,1941,TRUE
1918,1943,TRUE
1925,1943,TRUE
1925,1944,TRUE
2925,1944,TRUE
1449,1945,TRUE
1918,1945,TRUE
1476,1947,TRUE
1948,1947,TRUE
2049,1947,TRUE
1476,1948,TRUE
1947,1948,TRUE
2049,1948,TRUE
2081,1949,TRUE
1244,1950,TRUE
1951,1950,TRUE
2490,1950,TRUE
1929,1951,TRUE
1950,1951,TRUE
3067,1951,TRUE
1918,1952,TRUE
3981,1954,TRUE
253,1955,TRUE
1152,1955,TRUE
194,1957,TRUE
1524,1957,TRUE
2576,1957,TRUE
2731,1957,TRUE
1838,1958,TRUE
1972,1959,TRUE
2759,1959,TRUE
3076,1959,TRUE
1014,1960,TRUE
1801,1960,TRUE
2030,1960,TRUE
2304,1960,TRUE
3123,1960,TRUE
194,1961,TRUE
1401,1961,TRUE
2794,1961,TRUE
1405,1962,TRUE
1964,1963,TRUE
3986,1963,TRUE
39,1964,TRUE
1963,1964,TRUE
2140,1964,TRUE
2524,1964,TRUE
2618,1964,TRUE
3491,1964,TRUE
3986,1964,TRUE
1967,1966,TRUE
2971,1966,TRUE
3064,1966,TRUE
3652,1966,TRUE
1966,1967,TRUE
413,1970,TRUE
1493,1971,TRUE
194,1972,TRUE
548,1972,TRUE
1369,1972,TRUE
1405,1972,TRUE
1959,1972,TRUE
1973,1972,TRUE
2004,1972,TRUE
2080,1972,TRUE
2123,1972,TRUE
2384,1972,TRUE
2733,1972,TRUE
2759,1972,TRUE
3212,1972,TRUE
194,1973,TRUE
548,1973,TRUE
1972,1973,TRUE
2080,1973,TRUE
2576,1973,TRUE
3155,1974,TRUE
3182,1974,TRUE
1172,1975,TRUE
1495,1975,TRUE
1985,1975,TRUE
1986,1975,TRUE
1483,1976,TRUE
2455,1976,TRUE
2308,1977,TRUE
158,1978,TRUE
199,1978,TRUE
1980,1979,TRUE
1979,1980,TRUE
2301,1981,TRUE
678,1982,TRUE
2557,1982,TRUE
3325,1982,TRUE
2236,1983,TRUE
2254,1983,TRUE
2933,1983,TRUE
3166,1983,TRUE
37,1984,TRUE
330,1984,TRUE
603,1984,TRUE
960,1984,TRUE
1043,1984,TRUE
1077,1984,TRUE
2296,1984,TRUE
2667,1984,TRUE
2999,1984,TRUE
3269,1984,TRUE
3472,1984,TRUE
1495,1985,TRUE
1975,1985,TRUE
1986,1985,TRUE
1495,1986,TRUE
1975,1986,TRUE
1985,1986,TRUE
1442,1987,TRUE
1471,1987,TRUE
1988,1987,TRUE
2180,1987,TRUE
1987,1988,TRUE
1827,1990,TRUE
2708,1990,TRUE
3091,1991,TRUE
975,1992,TRUE
1016,1992,TRUE
1138,1992,TRUE
1056,1993,TRUE
1494,1994,TRUE
1776,1994,TRUE
264,1995,TRUE
1016,1996,TRUE
2068,1996,TRUE
2687,1996,TRUE
971,1998,TRUE
1407,1998,TRUE
2324,1998,TRUE
1392,2000,TRUE
2193,2000,TRUE
960,2001,TRUE
1124,2001,TRUE
2177,2001,TRUE
3155,2001,TRUE
3484,2001,TRUE
1210,2002,TRUE
194,2003,TRUE
1524,2003,TRUE
1729,2003,TRUE
2005,2003,TRUE
2006,2003,TRUE
2275,2003,TRUE
3231,2003,TRUE
194,2004,TRUE
218,2004,TRUE
1405,2004,TRUE
1450,2004,TRUE
1729,2004,TRUE
1972,2004,TRUE
2005,2004,TRUE
2030,2004,TRUE
2102,2004,TRUE
2181,2004,TRUE
2287,2004,TRUE
2436,2004,TRUE
2522,2004,TRUE
2759,2004,TRUE
